LSOAs,Ethnic Group;White;2011,Ethnic Group;Mixed/multiple ethnic groups;2011,Ethnic Group;Asian/Asian British;2011,Ethnic Group;Black/African/Caribbean/Black British;2011,Ethnic Group;Other ethnic group;2011,Ethnic Group;BAME;2011,Ethnic Group;White (%);2011,Ethnic Group;Mixed/multiple ethnic groups (%);2011,Ethnic Group;Asian/Asian British (%);2011,Ethnic Group;Black/African/Caribbean/Black British (%);2011,Ethnic Group;Other ethnic group (%);2011,Ethnic Group;BAME (%);2011
E01002160,859,137,706,215,50,1108,43.7,7,35.9,10.9,2.5,56.3
E01002161,666,95,1011,186,72,1364,32.8,4.7,49.8,9.2,3.5,67.2
E01002164,976,107,476,138,66,787,55.4,6.1,27,7.8,3.7,44.6
E01002191,857,76,934,67,30,1107,43.6,3.9,47.6,3.4,1.5,56.4
E01002194,1191,57,409,46,21,533,69.1,3.3,23.7,2.7,1.2,30.9
E01002195,928,62,588,28,29,707,56.8,3.8,36,1.7,1.8,43.2
E01002196,1078,46,585,33,17,681,61.3,2.6,33.3,1.9,1,38.7
E01002126,1023,127,1335,189,107,1758,36.8,4.6,48,6.8,3.8,63.2
E01002127,662,56,819,77,73,1025,39.2,3.3,48.5,4.6,4.3,60.8
E01002129,971,133,673,222,44,1072,47.5,6.5,32.9,10.9,2.2,52.5
E01002131,632,80,657,210,45,992,38.9,4.9,40.5,12.9,2.8,61.1
E01002237,817,100,470,203,36,809,50.2,6.2,28.9,12.5,2.2,49.8
E01002238,870,78,687,108,61,934,48.2,4.3,38.1,6,3.4,51.8
E01002240,923,79,534,170,33,816,53.1,4.5,30.7,9.8,1.9,46.9
E01002242,642,73,1010,100,65,1248,34,3.9,53.4,5.3,3.4,66
E01002208,715,33,540,41,28,642,52.7,2.4,39.8,3,2.1,47.3
E01002209,645,48,833,76,41,998,39.3,2.9,50.7,4.6,2.5,60.7
E01002239,793,55,671,123,36,885,47.3,3.3,40,7.3,2.1,52.7
E01002241,545,80,771,162,78,1091,33.3,4.9,47.1,9.9,4.8,66.7
E01002133,712,138,762,316,103,1319,35.1,6.8,37.5,15.6,5.1,64.9
E01002136,741,97,674,150,79,1000,42.6,5.6,38.7,8.6,4.5,57.4
E01002138,476,80,756,181,58,1075,30.7,5.2,48.7,11.7,3.7,69.3
E01002213,953,139,1370,375,75,1959,32.7,4.8,47,12.9,2.6,67.3
E01002211,578,103,590,243,30,966,37.4,6.7,38.2,15.7,1.9,62.6
E01002212,535,81,883,200,50,1214,30.6,4.6,50.5,11.4,2.9,69.4
E01002216,441,60,1052,115,31,1258,26,3.5,61.9,6.8,1.8,74
E01002217,467,70,538,398,53,1059,30.6,4.6,35.3,26.1,3.5,69.4
E01002132,1042,118,692,102,58,970,51.8,5.9,34.4,5.1,2.9,48.2
E01002134,726,55,549,70,62,736,49.7,3.8,37.6,4.8,4.2,50.3
E01002135,783,87,677,167,51,982,44.4,4.9,38.4,9.5,2.9,55.6
E01002137,1333,71,236,53,15,375,78,4.2,13.8,3.1,0.9,22
E01002218,574,101,771,153,48,1073,34.9,6.1,46.8,9.3,2.9,65.1
E01002219,517,55,1059,147,35,1296,28.5,3,58.4,8.1,1.9,71.5
E01002221,528,96,733,152,55,1036,33.8,6.1,46.9,9.7,3.5,66.2
E01002222,537,70,736,221,44,1071,33.4,4.4,45.8,13.7,2.7,66.6
E01002214,661,64,887,188,63,1202,35.5,3.4,47.6,10.1,3.4,64.5
E01002215,688,62,525,218,42,847,44.8,4,34.2,14.2,2.7,55.2
E01002220,608,63,683,207,67,1020,37.3,3.9,42,12.7,4.1,62.7
E01002223,562,93,973,188,57,1311,30,5,51.9,10,3,70
E01002224,610,86,528,262,44,920,39.9,5.6,34.5,17.1,2.9,60.1
E01002204,487,56,1042,102,49,1249,28.1,3.2,60,5.9,2.8,71.9
E01002206,422,47,803,81,34,965,30.4,3.4,57.9,5.8,2.5,69.6
E01002207,538,51,982,111,48,1192,31.1,2.9,56.8,6.4,2.8,68.9
E01002210,476,56,952,90,30,1128,29.7,3.5,59.4,5.6,1.9,70.3
E01032576,557,70,912,87,41,1110,33.4,4.2,54.7,5.2,2.5,66.6
E01002170,359,62,751,79,73,965,27.1,4.7,56.7,6,5.5,72.9
E01002171,426,22,1049,137,43,1251,25.4,1.3,62.6,8.2,2.6,74.6
E01002172,550,68,758,162,41,1029,34.8,4.3,48,10.3,2.6,65.2
E01002173,461,55,1060,144,22,1281,26.5,3.2,60.8,8.3,1.3,73.5
E01002174,371,29,1067,81,34,1211,23.5,1.8,67.4,5.1,2.1,76.5
E01002175,325,34,955,62,26,1077,23.2,2.4,68.1,4.4,1.9,76.8
E01002176,440,54,1061,151,40,1306,25.2,3.1,60.8,8.6,2.3,74.8
E01002177,462,34,818,102,27,981,32,2.4,56.7,7.1,1.9,68
E01002178,453,61,1026,113,26,1226,27,3.6,61.1,6.7,1.5,73
E01002276,1711,37,55,107,16,215,88.8,1.9,2.9,5.6,0.8,11.2
E01002278,1448,24,45,73,9,151,90.6,1.5,2.8,4.6,0.6,9.4
E01002312,1271,15,30,82,2,129,90.8,1.1,2.1,5.9,0.1,9.2
E01002313,1311,43,53,114,5,215,85.9,2.8,3.5,7.5,0.3,14.1
E01002277,1389,19,37,47,2,105,93,1.3,2.5,3.1,0.1,7
E01002279,1407,36,26,110,5,177,88.8,2.3,1.6,6.9,0.3,11.2
E01002281,1438,38,38,95,5,176,89.1,2.4,2.4,5.9,0.3,10.9
E01002283,1278,26,35,172,6,239,84.2,1.7,2.3,11.3,0.4,15.8
E01002299,1511,22,78,99,11,210,87.8,1.3,4.5,5.8,0.6,12.2
E01002301,1400,33,69,58,1,161,89.7,2.1,4.4,3.7,0.1,10.3
E01002303,1729,63,82,160,9,314,84.6,3.1,4,7.8,0.4,15.4
E01002304,1304,31,38,40,1,110,92.2,2.2,2.7,2.8,0.1,7.8
E01002306,1318,42,97,130,9,278,82.6,2.6,6.1,8.1,0.6,17.4
E01002307,1508,39,35,84,7,165,90.1,2.3,2.1,5,0.4,9.9
E01002280,1244,52,46,172,8,278,81.7,3.4,3,11.3,0.5,18.3
E01002282,1362,54,50,122,6,232,85.4,3.4,3.1,7.7,0.4,14.6
E01002284,1529,55,67,186,5,313,83,3,3.6,10.1,0.3,17
E01002297,1272,34,46,119,13,212,85.7,2.3,3.1,8,0.9,14.3
E01002314,1386,50,37,170,13,270,83.7,3,2.2,10.3,0.8,16.3
E01002316,1208,80,28,219,10,337,78.2,5.2,1.8,14.2,0.6,21.8
E01002302,1423,23,57,60,0,140,91,1.5,3.6,3.8,0,9
E01002305,1331,27,56,99,6,188,87.6,1.8,3.7,6.5,0.4,12.4
E01002308,1431,33,71,82,14,200,87.7,2,4.4,5,0.9,12.3
E01002326,1343,41,46,62,4,153,89.8,2.7,3.1,4.1,0.3,10.2
E01002331,1385,26,74,78,10,188,88,1.7,4.7,5,0.6,12
E01002309,1256,26,82,164,11,283,81.6,1.7,5.3,10.7,0.7,18.4
E01002310,1439,34,46,149,9,238,85.8,2,2.7,8.9,0.5,14.2
E01002311,1414,48,62,158,8,276,83.7,2.8,3.7,9.3,0.5,16.3
E01002315,1239,38,67,172,21,298,80.6,2.5,4.4,11.2,1.4,19.4
E01002293,1418,40,74,57,2,173,89.1,2.5,4.7,3.6,0.1,10.9
E01002294,1384,27,36,41,4,108,92.8,1.8,2.4,2.7,0.3,7.2
E01002296,1536,24,72,36,5,137,91.8,1.4,4.3,2.2,0.3,8.2
E01002298,1398,29,48,56,7,140,90.9,1.9,3.1,3.6,0.5,9.1
E01002300,1433,26,79,43,12,160,90,1.6,5,2.7,0.8,10
E01002333,1235,10,30,41,4,85,93.6,0.8,2.3,3.1,0.3,6.4
E01002334,1525,31,68,38,1,138,91.7,1.9,4.1,2.3,0.1,8.3
E01002336,1390,23,37,39,3,102,93.2,1.5,2.5,2.6,0.2,6.8
E01002339,1466,36,44,57,7,144,91.1,2.2,2.7,3.5,0.4,8.9
E01002341,1271,16,57,20,8,101,92.6,1.2,4.2,1.5,0.6,7.4
E01002327,1307,17,73,73,6,169,88.6,1.2,4.9,4.9,0.4,11.4
E01002328,1448,34,120,72,11,237,85.9,2,7.1,4.3,0.7,14.1
E01002332,1494,27,23,79,8,137,91.6,1.7,1.4,4.8,0.5,8.4
E01002335,1356,9,57,21,2,89,93.8,0.6,3.9,1.5,0.1,6.2
E01002338,1189,29,83,66,4,182,86.7,2.1,6.1,4.8,0.3,13.3
E01002340,1220,26,66,58,11,161,88.3,1.9,4.8,4.2,0.8,11.7
E01002268,1157,18,89,76,10,193,85.7,1.3,6.6,5.6,0.7,14.3
E01002269,1592,27,109,54,3,193,89.2,1.5,6.1,3,0.2,10.8
E01002295,1425,17,75,36,5,133,91.5,1.1,4.8,2.3,0.3,8.5
E01002377,1396,37,142,58,5,242,85.2,2.3,8.7,3.5,0.3,14.8
E01002378,1550,35,45,46,2,128,92.4,2.1,2.7,2.7,0.1,7.6
E01002383,1393,25,87,58,16,186,88.2,1.6,5.5,3.7,1,11.8
E01002244,1397,51,108,129,12,300,82.3,3,6.4,7.6,0.7,17.7
E01002245,1388,29,70,96,9,204,87.2,1.8,4.4,6,0.6,12.8
E01002325,1592,32,32,47,6,117,93.2,1.9,1.9,2.8,0.4,6.8
E01002329,1400,37,93,72,13,215,86.7,2.3,5.8,4.5,0.8,13.3
E01002330,1465,45,94,93,33,265,84.7,2.6,5.4,5.4,1.9,15.3
E01002337,1174,18,83,14,12,127,90.2,1.4,6.4,1.1,0.9,9.8
E01002354,1243,19,63,37,10,129,90.6,1.4,4.6,2.7,0.7,9.4
E01002376,1309,17,88,24,4,133,90.8,1.2,6.1,1.7,0.3,9.2
E01002379,1228,51,120,39,28,238,83.8,3.5,8.2,2.7,1.9,16.2
E01002380,1846,62,78,83,7,230,88.9,3,3.8,4,0.3,11.1
E01002381,1372,27,108,27,5,167,89.1,1.8,7,1.8,0.3,10.9
E01002243,1446,72,159,172,24,427,77.2,3.8,8.5,9.2,1.3,22.8
E01002353,1635,51,220,95,9,375,81.3,2.5,10.9,4.7,0.4,18.7
E01002356,1604,94,225,201,19,539,74.8,4.4,10.5,9.4,0.9,25.2
E01032741,843,36,105,73,21,235,78.2,3.3,9.7,6.8,1.9,21.8
E01032742,1153,23,73,43,18,157,88,1.8,5.6,3.3,1.4,12
E01002272,1212,19,34,43,11,107,91.9,1.4,2.6,3.3,0.8,8.1
E01002274,1490,25,90,20,13,148,91,1.5,5.5,1.2,0.8,9
E01002317,1405,24,67,34,11,136,91.2,1.6,4.3,2.2,0.7,8.8
E01002318,1496,10,85,18,7,120,92.6,0.6,5.3,1.1,0.4,7.4
E01002355,1340,37,49,41,3,130,91.2,2.5,3.3,2.8,0.2,8.8
E01002382,1582,41,130,16,7,194,89.1,2.3,7.3,0.9,0.4,10.9
E01002270,1116,22,463,54,18,557,66.7,1.3,27.7,3.2,1.1,33.3
E01002271,1082,29,288,62,30,409,72.6,1.9,19.3,4.2,2,27.4
E01002273,1132,24,153,46,7,230,83.1,1.8,11.2,3.4,0.5,16.9
E01002275,1078,24,213,31,13,281,79.3,1.8,15.7,2.3,1,20.7
E01002319,1398,33,76,81,8,198,87.6,2.1,4.8,5.1,0.5,12.4
E01002350,1247,65,155,72,12,304,80.4,4.2,10,4.6,0.8,19.6
E01002351,1390,50,88,48,4,190,88,3.2,5.6,3,0.3,12
E01002352,1393,44,98,75,25,242,85.2,2.7,6,4.6,1.5,14.8
E01002358,1455,37,161,112,7,317,82.1,2.1,9.1,6.3,0.4,17.9
E01002246,1332,42,139,163,24,368,78.4,2.5,8.2,9.6,1.4,21.6
E01002247,1341,61,185,199,14,459,74.5,3.4,10.3,11.1,0.8,25.5
E01002248,1107,52,139,88,11,290,79.2,3.7,9.9,6.3,0.8,20.8
E01002249,1287,61,338,189,30,618,67.6,3.2,17.7,9.9,1.6,32.4
E01002250,1197,52,124,163,27,366,76.6,3.3,7.9,10.4,1.7,23.4
E01002251,1121,46,113,134,16,309,78.4,3.2,7.9,9.4,1.1,21.6
E01002252,1451,21,25,8,6,60,96,1.4,1.7,0.5,0.4,4
E01002256,1419,31,27,14,7,79,94.7,2.1,1.8,0.9,0.5,5.3
E01002258,1595,22,30,26,3,81,95.2,1.3,1.8,1.6,0.2,4.8
E01002259,1405,20,41,14,6,81,94.5,1.3,2.8,0.9,0.4,5.5
E01002391,1557,15,38,12,0,65,96,0.9,2.3,0.7,0,4
E01002253,1463,21,46,6,3,76,95.1,1.4,3,0.4,0.2,4.9
E01002254,1509,22,57,18,10,107,93.4,1.4,3.5,1.1,0.6,6.6
E01002257,1618,14,61,20,6,101,94.1,0.8,3.5,1.2,0.3,5.9
E01002384,1426,17,63,12,4,96,93.7,1.1,4.1,0.8,0.3,6.3
E01002359,1244,13,23,23,19,78,94.1,1,1.7,1.7,1.4,5.9
E01002360,1366,21,17,22,3,63,95.6,1.5,1.2,1.5,0.2,4.4
E01002361,1545,41,71,35,8,155,90.9,2.4,4.2,2.1,0.5,9.1
E01002363,1482,26,51,25,6,108,93.2,1.6,3.2,1.6,0.4,6.8
E01002367,1483,19,40,22,9,90,94.3,1.2,2.5,1.4,0.6,5.7
E01002320,1366,24,47,32,11,114,92.3,1.6,3.2,2.2,0.7,7.7
E01002321,1453,37,116,31,5,189,88.5,2.3,7.1,1.9,0.3,11.5
E01002322,1738,33,82,74,13,202,89.6,1.7,4.2,3.8,0.7,10.4
E01002323,1500,36,58,85,3,182,89.2,2.1,3.4,5.1,0.2,10.8
E01002324,1341,22,40,35,17,114,92.2,1.5,2.7,2.4,1.2,7.8
E01002255,1362,33,65,17,6,121,91.8,2.2,4.4,1.1,0.4,8.2
E01002289,1502,35,43,32,2,112,93.1,2.2,2.7,2,0.1,6.9
E01002292,1432,27,43,42,5,117,92.4,1.7,2.8,2.7,0.3,7.6
E01002362,1386,20,62,16,10,108,92.8,1.3,4.1,1.1,0.7,7.2
E01002386,1686,47,62,46,5,160,91.3,2.5,3.4,2.5,0.3,8.7
E01002287,1411,29,66,52,0,147,90.6,1.9,4.2,3.3,0,9.4
E01002291,1439,23,89,24,7,143,91,1.5,5.6,1.5,0.4,9
E01002364,1389,22,16,8,11,57,96.1,1.5,1.1,0.6,0.8,3.9
E01002365,1173,27,41,71,4,143,89.1,2.1,3.1,5.4,0.3,10.9
E01002366,1300,27,58,67,12,164,88.8,1.8,4,4.6,0.8,11.2
E01002385,1549,14,12,16,5,47,97.1,0.9,0.8,1,0.3,2.9
E01002387,1535,26,29,14,1,70,95.6,1.6,1.8,0.9,0.1,4.4
E01002388,1580,16,37,16,9,78,95.3,1,2.2,1,0.5,4.7
E01002389,1505,12,15,2,1,30,98,0.8,1,0.1,0.1,2
E01002390,1375,15,39,8,12,74,94.9,1,2.7,0.6,0.8,5.1
E01002265,1338,29,57,41,7,134,90.9,2,3.9,2.8,0.5,9.1
E01002285,1181,14,27,20,3,64,94.9,1.1,2.2,1.6,0.2,5.1
E01002286,1561,10,35,43,1,89,94.6,0.6,2.1,2.6,0.1,5.4
E01002288,1435,12,81,17,3,113,92.7,0.8,5.2,1.1,0.2,7.3
E01002290,1409,19,39,41,8,107,92.9,1.3,2.6,2.7,0.5,7.1
E01002260,1202,33,173,125,2,333,78.3,2.1,11.3,8.1,0.1,21.7
E01002261,1341,36,156,107,9,308,81.3,2.2,9.5,6.5,0.5,18.7
E01002262,1396,31,87,111,1,230,85.9,1.9,5.4,6.8,0.1,14.1
E01002263,1410,24,56,108,1,189,88.2,1.5,3.5,6.8,0.1,11.8
E01002264,1328,32,31,81,3,147,90,2.2,2.1,5.5,0.2,10
E01002266,1289,20,65,63,2,150,89.6,1.4,4.5,4.4,0.1,10.4
E01002267,1460,48,63,95,5,211,87.4,2.9,3.8,5.7,0.3,12.6
E01002372,1433,27,24,116,11,178,89,1.7,1.5,7.2,0.7,11
E01002373,1384,48,55,91,3,197,87.5,3,3.5,5.8,0.2,12.5
E01002374,1286,39,50,138,13,240,84.3,2.6,3.3,9,0.9,15.7
E01002368,1195,48,53,276,22,399,75,3,3.3,17.3,1.4,25
E01002369,1516,44,104,213,14,375,80.2,2.3,5.5,11.3,0.7,19.8
E01002370,1644,53,73,185,18,329,83.3,2.7,3.7,9.4,0.9,16.7
E01002371,1406,43,61,111,6,221,86.4,2.6,3.7,6.8,0.4,13.6
E01002375,1459,51,64,165,2,282,83.8,2.9,3.7,9.5,0.1,16.2
E01002343,1540,27,58,70,10,165,90.3,1.6,3.4,4.1,0.6,9.7
E01002344,1311,26,67,110,14,217,85.8,1.7,4.4,7.2,0.9,14.2
E01002348,1413,24,52,40,2,118,92.3,1.6,3.4,2.6,0.1,7.7
E01002349,1439,15,15,33,6,69,95.4,1,1,2.2,0.4,4.6
E01002342,1202,49,124,204,9,386,75.7,3.1,7.8,12.8,0.6,24.3
E01002345,1291,88,91,201,8,388,76.9,5.2,5.4,12,0.5,23.1
E01002346,1214,51,57,174,7,289,80.8,3.4,3.8,11.6,0.5,19.2
E01002347,1117,50,143,115,15,323,77.6,3.5,9.9,8,1,22.4
E01002473,924,42,533,30,18,623,59.7,2.7,34.5,1.9,1.2,40.3
E01002475,1028,67,336,40,26,469,68.7,4.5,22.4,2.7,1.7,31.3
E01002476,848,41,616,40,31,728,53.8,2.6,39.1,2.5,2,46.2
E01002477,748,61,397,26,20,504,59.7,4.9,31.7,2.1,1.6,40.3
E01002482,956,63,531,37,20,651,59.5,3.9,33,2.3,1.2,40.5
E01002472,1107,35,372,45,12,464,70.5,2.2,23.7,2.9,0.8,29.5
E01002474,1064,49,354,32,8,443,70.6,3.3,23.5,2.1,0.5,29.4
E01002478,1106,80,268,46,19,413,72.8,5.3,17.6,3,1.3,27.2
E01002483,1036,61,539,72,31,703,59.6,3.5,31,4.1,1.8,40.4
E01002484,1054,64,252,34,20,370,74,4.5,17.7,2.4,1.4,26
E01002485,1129,70,412,79,23,584,65.9,4.1,24.1,4.6,1.3,34.1
E01002438,1171,34,84,24,12,154,88.4,2.6,6.3,1.8,0.9,11.6
E01002439,1332,25,159,45,10,239,84.8,1.6,10.1,2.9,0.6,15.2
E01002440,1302,31,59,40,9,139,90.4,2.2,4.1,2.8,0.6,9.6
E01002441,1311,48,130,35,26,239,84.6,3.1,8.4,2.3,1.7,15.4
E01002442,1360,27,64,29,32,152,89.9,1.8,4.2,1.9,2.1,10.1
E01002433,1395,57,282,42,50,431,76.4,3.1,15.4,2.3,2.7,23.6
E01002436,1286,68,214,28,12,322,80,4.2,13.3,1.7,0.7,20
E01002479,1186,59,367,64,26,516,69.7,3.5,21.6,3.8,1.5,30.3
E01002480,1245,57,405,34,19,515,70.7,3.2,23,1.9,1.1,29.3
E01002481,1122,79,347,42,43,511,68.7,4.8,21.2,2.6,2.6,31.3
E01002533,1255,52,91,38,26,207,85.8,3.6,6.2,2.6,1.8,14.2
E01002534,1251,65,98,30,21,214,85.4,4.4,6.7,2,1.4,14.6
E01002538,1332,46,156,15,20,237,84.9,2.9,9.9,1,1.3,15.1
E01002539,1338,52,100,24,10,186,87.8,3.4,6.6,1.6,0.7,12.2
E01002418,1383,81,232,50,43,406,77.3,4.5,13,2.8,2.4,22.7
E01002419,1192,45,248,31,15,339,77.9,2.9,16.2,2,1,22.1
E01002431,1024,58,285,28,20,391,72.4,4.1,20.1,2,1.4,27.6
E01002432,1217,51,235,42,16,344,78,3.3,15.1,2.7,1,22
E01002437,1155,26,269,14,5,314,78.6,1.8,18.3,1,0.3,21.4
E01002430,1277,46,124,16,6,192,86.9,3.1,8.4,1.1,0.4,13.1
E01002434,1182,19,126,11,20,176,87,1.4,9.3,0.8,1.5,13
E01002435,1152,42,190,8,44,284,80.2,2.9,13.2,0.6,3.1,19.8
E01002470,1344,64,219,35,22,340,79.8,3.8,13,2.1,1.3,20.2
E01002535,1350,57,288,23,49,417,76.4,3.2,16.3,1.3,2.8,23.6
E01002416,1466,37,156,54,28,275,84.2,2.1,9,3.1,1.6,15.8
E01002417,1266,40,236,23,31,330,79.3,2.5,14.8,1.4,1.9,20.7
E01002420,1274,50,209,53,9,321,79.9,3.1,13.1,3.3,0.6,20.1
E01002421,1346,48,213,59,30,350,79.4,2.8,12.6,3.5,1.8,20.6
E01002471,1344,58,167,36,14,275,83,3.6,10.3,2.2,0.9,17
E01002465,1274,51,191,34,26,302,80.8,3.2,12.1,2.2,1.6,19.2
E01002467,1289,48,129,43,8,228,85,3.2,8.5,2.8,0.5,15
E01002494,1254,64,240,79,59,442,73.9,3.8,14.2,4.7,3.5,26.1
E01002536,1102,53,187,56,22,318,77.6,3.7,13.2,3.9,1.5,22.4
E01002537,1072,45,227,31,29,332,76.4,3.2,16.2,2.2,2.1,23.6
E01002415,1431,76,143,46,14,279,83.7,4.4,8.4,2.7,0.8,16.3
E01002466,1488,52,87,41,12,192,88.6,3.1,5.2,2.4,0.7,11.4
E01002468,1446,54,136,44,16,250,85.3,3.2,8,2.6,0.9,14.7
E01002469,1424,56,151,26,13,246,85.3,3.4,9,1.6,0.8,14.7
E01002495,1691,73,341,86,39,539,75.8,3.3,15.3,3.9,1.7,24.2
E01002458,1144,44,204,14,10,272,80.8,3.1,14.4,1,0.7,19.2
E01002459,1418,33,132,17,24,206,87.3,2,8.1,1,1.5,12.7
E01002460,1100,46,158,22,12,238,82.2,3.4,11.8,1.6,0.9,17.8
E01002462,1101,48,244,11,14,317,77.6,3.4,17.2,0.8,1,22.4
E01002464,1320,45,141,48,32,266,83.2,2.8,8.9,3,2,16.8
E01002461,905,29,396,43,62,530,63.1,2,27.6,3,4.3,36.9
