LSOAs,Ethnic Group;White;2011,Ethnic Group;Mixed/multiple ethnic groups;2011,Ethnic Group;Asian/Asian British;2011,Ethnic Group;Black/African/Caribbean/Black British;2011,Ethnic Group;Other ethnic group;2011,Ethnic Group;BAME;2011,Ethnic Group;White (%);2011,Ethnic Group;Mixed/multiple ethnic groups (%);2011,Ethnic Group;Asian/Asian British (%);2011,Ethnic Group;Black/African/Caribbean/Black British (%);2011,Ethnic Group;Other ethnic group (%);2011,Ethnic Group;BAME (%);2011
E01003189,877,102,120,518,53,793,52.5,6.1,7.2,31,3.2,47.5
E01003190,712,214,145,742,65,1166,37.9,11.4,7.7,39.5,3.5,62.1
E01003191,743,140,63,518,30,751,49.7,9.4,4.2,34.7,2,50.3
E01003192,817,101,129,578,14,822,49.8,6.2,7.9,35.3,0.9,50.2
E01003326,885,130,78,362,20,590,60,8.8,5.3,24.5,1.4,40
E01003327,1123,183,193,282,15,673,62.5,10.2,10.7,15.7,0.8,37.5
E01003328,1074,112,122,363,47,644,62.5,6.5,7.1,21.1,2.7,37.5
E01003333,903,153,98,361,27,639,58.6,9.9,6.4,23.4,1.8,41.4
E01003335,720,122,91,432,30,675,51.6,8.7,6.5,31,2.2,48.4
E01003236,950,123,82,339,96,640,59.7,7.7,5.2,21.3,6,40.3
E01003237,914,108,140,283,26,557,62.1,7.3,9.5,19.2,1.8,37.9
E01003238,838,100,78,371,20,569,59.6,7.1,5.5,26.4,1.4,40.4
E01003239,759,112,81,420,56,669,53.2,7.8,5.7,29.4,3.9,46.8
E01032564,785,87,105,281,54,527,59.8,6.6,8,21.4,4.1,40.2
E01003235,808,105,64,263,39,471,63.2,8.2,5,20.6,3,36.8
E01003240,1080,135,116,426,32,709,60.4,7.5,6.5,23.8,1.8,39.6
E01003241,769,103,166,464,39,772,49.9,6.7,10.8,30.1,2.5,50.1
E01003243,754,74,146,361,23,604,55.5,5.4,10.8,26.6,1.7,44.5
E01032565,842,81,86,273,110,550,60.5,5.8,6.2,19.6,7.9,39.5
E01003298,371,83,215,596,27,921,28.7,6.4,16.6,46.1,2.1,71.3
E01003300,426,90,177,633,30,930,31.4,6.6,13.1,46.7,2.2,68.6
E01003303,595,88,281,546,40,955,38.4,5.7,18.1,35.2,2.6,61.6
E01003304,796,142,311,573,68,1094,42.1,7.5,16.5,30.3,3.6,57.9
E01032579,652,96,215,459,38,808,44.7,6.6,14.7,31.4,2.6,55.3
E01003543,952,144,763,493,123,1523,38.5,5.8,30.8,19.9,5,61.5
E01003544,663,135,500,576,64,1275,34.2,7,25.8,29.7,3.3,65.8
E01003546,389,69,734,670,78,1551,20.1,3.6,37.8,34.5,4,79.9
E01003550,534,95,636,446,69,1246,30,5.3,35.7,25.1,3.9,70
E01003576,369,82,949,493,61,1585,18.9,4.2,48.6,25.2,3.1,81.1
E01003581,255,61,1139,326,67,1593,13.8,3.3,61.6,17.6,3.6,86.2
E01003582,320,96,820,321,56,1293,19.8,6,50.8,19.9,3.5,80.2
E01003583,393,75,1108,333,57,1573,20,3.8,56.4,16.9,2.9,80
E01003578,395,68,1049,361,71,1549,20.3,3.5,54,18.6,3.7,79.7
E01003584,593,111,1006,315,48,1480,28.6,5.4,48.5,15.2,2.3,71.4
E01003586,297,66,1106,236,46,1454,17,3.8,63.2,13.5,2.6,83
E01003590,468,95,618,371,34,1118,29.5,6,39,23.4,2.1,70.5
E01003579,244,41,1275,250,40,1606,13.2,2.2,68.9,13.5,2.2,86.8
E01003585,155,20,1221,191,62,1494,9.4,1.2,74,11.6,3.8,90.6
E01003587,485,81,1347,441,82,1951,19.9,3.3,55.3,18.1,3.4,80.1
E01003591,382,99,1197,405,83,1784,17.6,4.6,55.3,18.7,3.8,82.4
E01003528,169,35,796,296,90,1217,12.2,2.5,57.4,21.4,6.5,87.8
E01003575,262,85,994,305,56,1440,15.4,5,58.4,17.9,3.3,84.6
E01003577,388,116,716,604,96,1532,20.2,6,37.3,31.5,5,79.8
E01003580,364,110,836,443,83,1472,19.8,6,45.5,24.1,4.5,80.2
E01003545,570,89,485,545,38,1157,33,5.2,28.1,31.6,2.2,67
E01003548,1006,116,600,514,117,1347,42.8,4.9,25.5,21.8,5,57.2
E01003549,821,105,605,492,82,1284,39,5,28.7,23.4,3.9,61
E01003557,545,74,894,439,79,1486,26.8,3.6,44,21.6,3.9,73.2
E01003547,907,131,518,324,59,1032,46.8,6.8,26.7,16.7,3,53.2
E01003555,382,59,1148,198,55,1460,20.7,3.2,62.3,10.7,3,79.3
E01003561,154,48,1438,206,34,1726,8.2,2.6,76.5,11,1.8,91.8
E01003567,206,52,1249,273,42,1616,11.3,2.9,68.6,15,2.3,88.7
E01003556,530,69,835,422,57,1383,27.7,3.6,43.6,22.1,3,72.3
E01003558,315,48,946,292,30,1316,19.3,2.9,58,17.9,1.8,80.7
E01003570,277,81,1401,230,76,1788,13.4,3.9,67.8,11.1,3.7,86.6
E01003571,171,68,1760,232,46,2106,7.5,3,77.3,10.2,2,92.5
E01003572,201,50,1247,228,53,1578,11.3,2.8,70.1,12.8,3,88.7
E01003551,590,109,624,408,102,1243,32.2,5.9,34,22.3,5.6,67.8
E01003553,684,125,567,487,64,1243,35.5,6.5,29.4,25.3,3.3,64.5
E01003554,834,88,542,311,86,1027,44.8,4.7,29.1,16.7,4.6,55.2
E01003559,1201,156,650,474,124,1404,46.1,6,25,18.2,4.8,53.9
E01003529,142,33,1999,160,45,2237,6,1.4,84,6.7,1.9,94
E01003530,139,43,1495,91,59,1688,7.6,2.4,81.8,5,3.2,92.4
E01003531,208,51,1557,128,53,1789,10.4,2.6,78,6.4,2.7,89.6
E01003532,160,26,1616,141,59,1842,8,1.3,80.7,7,2.9,92
E01003534,245,50,1808,241,51,2150,10.2,2.1,75.5,10.1,2.1,89.8
E01003533,218,38,1386,185,53,1662,11.6,2,73.7,9.8,2.8,88.4
E01003560,169,40,1407,182,44,1673,9.2,2.2,76.4,9.9,2.4,90.8
E01003563,276,31,1429,235,65,1760,13.6,1.5,70.2,11.5,3.2,86.4
E01003588,140,41,1385,180,40,1646,7.8,2.3,77.5,10.1,2.2,92.2
E01003589,313,63,1252,183,60,1558,16.7,3.4,66.9,9.8,3.2,83.3
E01003616,628,93,431,424,74,1022,38.1,5.6,26.1,25.7,4.5,61.9
E01003617,1125,138,790,617,99,1644,40.6,5,28.5,22.3,3.6,59.4
E01003618,1041,115,610,321,106,1152,47.5,5.2,27.8,14.6,4.8,52.5
E01003619,896,137,625,534,72,1368,39.6,6.1,27.6,23.6,3.2,60.4
E01003615,701,116,516,445,57,1134,38.2,6.3,28.1,24.3,3.1,61.8
E01033578,512,66,354,284,57,761,40.2,5.2,27.8,22.3,4.5,59.8
E01033579,533,68,439,183,70,760,41.2,5.3,34,14.2,5.4,58.8
E01033583,1232,161,923,637,128,1849,40,5.2,30,20.7,4.2,60
E01033586,573,90,347,344,56,837,40.6,6.4,24.6,24.4,4,59.4
E01003562,199,38,1720,206,37,2001,9,1.7,78.2,9.4,1.7,91
E01003564,255,72,1864,216,53,2205,10.4,2.9,75.8,8.8,2.2,89.6
E01003565,160,53,1477,139,24,1693,8.6,2.9,79.7,7.5,1.3,91.4
E01003566,187,47,1306,194,58,1605,10.4,2.6,72.9,10.8,3.2,89.6
E01003625,315,87,1060,159,76,1382,18.6,5.1,62.5,9.4,4.5,81.4
E01003626,201,37,1215,86,51,1389,12.6,2.3,76.4,5.4,3.2,87.4
E01003627,210,28,1187,137,41,1393,13.1,1.7,74,8.5,2.6,86.9
E01003628,262,30,1218,96,59,1403,15.7,1.8,73.2,5.8,3.5,84.3
E01003629,211,31,1269,86,75,1461,12.6,1.9,75.9,5.1,4.5,87.4
E01003552,444,59,739,383,94,1275,25.8,3.4,43,22.3,5.5,74.2
E01003596,497,75,841,312,52,1280,28,4.2,47.3,17.6,2.9,72
E01003597,310,46,936,259,88,1329,18.9,2.8,57.1,15.8,5.4,81.1
E01003635,848,105,608,320,64,1097,43.6,5.4,31.3,16.5,3.3,56.4
E01003568,225,30,1774,203,70,2077,9.8,1.3,77.1,8.8,3,90.2
E01003569,149,57,1493,178,22,1750,7.8,3,78.6,9.4,1.2,92.2
E01003573,191,32,1647,232,52,1963,8.9,1.5,76.5,10.8,2.4,91.1
E01003574,400,63,1752,361,61,2237,15.2,2.4,66.4,13.7,2.3,84.8
E01003520,262,21,1501,143,74,1739,13.1,1,75,7.1,3.7,86.9
E01003521,402,68,1631,110,48,1857,17.8,3,72.2,4.9,2.1,82.2
E01003522,259,43,1376,160,70,1649,13.6,2.3,72.1,8.4,3.7,86.4
E01003525,254,56,1378,214,76,1724,12.8,2.8,69.7,10.8,3.8,87.2
E01003526,330,55,1223,252,67,1597,17.1,2.9,63.5,13.1,3.5,82.9
E01003488,367,92,801,496,118,1507,19.6,4.9,42.7,26.5,6.3,80.4
E01003489,319,79,1025,317,67,1488,17.7,4.4,56.7,17.5,3.7,82.3
E01003490,282,45,1180,267,83,1575,15.2,2.4,63.5,14.4,4.5,84.8
E01003524,310,84,1331,228,75,1718,15.3,4.1,65.6,11.2,3.7,84.7
E01003631,683,131,461,438,119,1149,37.3,7.2,25.2,23.9,6.5,62.7
E01003632,794,213,722,466,73,1474,35,9.4,31.8,20.5,3.2,65
E01003633,492,116,464,720,79,1379,26.3,6.2,24.8,38.5,4.2,73.7
E01003634,563,105,587,499,51,1242,31.2,5.8,32.5,27.6,2.8,68.8
E01003636,658,134,513,593,80,1320,33.3,6.8,25.9,30,4,66.7
E01003598,461,139,596,639,62,1436,24.3,7.3,31.4,33.7,3.3,75.7
E01003600,575,106,671,490,51,1318,30.4,5.6,35.4,25.9,2.7,69.6
E01003630,619,142,588,601,61,1392,30.8,7.1,29.2,29.9,3,69.2
E01003637,704,80,614,401,42,1137,38.2,4.3,33.4,21.8,2.3,61.8
E01003491,235,52,1424,210,56,1742,11.9,2.6,72,10.6,2.8,88.1
E01003592,465,78,885,329,85,1377,25.2,4.2,48,17.9,4.6,74.8
E01003599,364,66,869,275,37,1247,22.6,4.1,53.9,17.1,2.3,77.4
E01003606,574,91,950,441,96,1578,26.7,4.2,44.1,20.5,4.5,73.3
E01003535,566,80,506,475,64,1125,33.5,4.7,29.9,28.1,3.8,66.5
E01003536,572,112,679,422,58,1271,31,6.1,36.8,22.9,3.1,69
E01003621,282,82,1017,166,120,1385,16.9,4.9,61,10,7.2,83.1
E01003622,304,37,904,315,53,1309,18.8,2.3,56,19.5,3.3,81.2
E01003623,399,67,889,349,53,1358,22.7,3.8,50.6,19.9,3,77.3
E01003523,476,58,1112,315,82,1567,23.3,2.8,54.4,15.4,4,76.7
E01003527,588,102,761,250,72,1185,33.2,5.8,42.9,14.1,4.1,66.8
E01003537,710,98,886,287,81,1352,34.4,4.8,43,13.9,3.9,65.6
E01003542,577,121,718,462,96,1397,29.2,6.1,36.4,23.4,4.9,70.8
E01003624,453,70,683,308,68,1129,28.6,4.4,43.2,19.5,4.3,71.4
E01003492,381,91,1206,275,57,1629,19,4.5,60,13.7,2.8,81
E01003493,516,69,1290,319,105,1783,22.4,3,56.1,13.9,4.6,77.6
E01003494,601,107,968,276,96,1447,29.3,5.2,47.3,13.5,4.7,70.7
E01003495,797,98,817,318,80,1313,37.8,4.6,38.7,15.1,3.8,62.2
E01003594,490,78,674,389,98,1239,28.3,4.5,39,22.5,5.7,71.7
E01003595,488,93,528,372,51,1044,31.9,6.1,34.5,24.3,3.3,68.1
E01003602,635,79,708,511,52,1350,32,4,35.7,25.7,2.6,68
E01003607,550,100,549,381,68,1098,33.4,6.1,33.3,23.1,4.1,66.6
E01003496,467,92,347,480,59,978,32.3,6.4,24,33.2,4.1,67.7
E01003498,735,99,372,486,49,1006,42.2,5.7,21.4,27.9,2.8,57.8
E01003500,919,121,331,628,44,1124,45,5.9,16.2,30.7,2.2,55
E01003593,467,114,474,461,34,1083,30.1,7.4,30.6,29.7,2.2,69.9
E01003601,784,115,627,549,55,1346,36.8,5.4,29.4,25.8,2.6,63.2
E01003603,673,76,708,405,85,1274,34.6,3.9,36.4,20.8,4.4,65.4
E01003605,507,52,993,489,71,1605,24,2.5,47,23.2,3.4,76
E01003608,809,123,629,408,103,1263,39,5.9,30.4,19.7,5,61
E01003538,586,130,755,541,72,1498,28.1,6.2,36.2,26,3.5,71.9
E01003539,680,125,824,474,114,1537,30.7,5.6,37.2,21.4,5.1,69.3
E01003540,682,96,542,467,46,1151,37.2,5.2,29.6,25.5,2.5,62.8
E01003541,650,121,638,396,66,1221,34.7,6.5,34.1,21.2,3.5,65.3
E01003499,898,132,540,637,73,1382,39.4,5.8,23.7,27.9,3.2,60.6
E01003501,789,123,530,551,47,1251,38.7,6,26,27,2.3,61.3
E01003502,707,73,399,620,37,1129,38.5,4,21.7,33.8,2,61.5
E01003503,598,108,320,654,30,1112,35,6.3,18.7,38.2,1.8,65
E01003507,928,117,458,549,61,1185,43.9,5.5,21.7,26,2.9,56.1
E01003508,669,72,390,418,56,936,41.7,4.5,24.3,26,3.5,58.3
E01003509,1143,94,222,411,83,810,58.5,4.8,11.4,21,4.2,41.5
E01003604,837,127,672,637,85,1521,35.5,5.4,28.5,27,3.6,64.5
E01003483,524,74,514,340,34,962,35.3,5,34.6,22.9,2.3,64.7
E01003484,774,79,411,294,63,847,47.7,4.9,25.4,18.1,3.9,52.3
E01003516,761,123,273,636,66,1098,40.9,6.6,14.7,34.2,3.6,59.1
E01003518,782,86,329,356,42,813,49,5.4,20.6,22.3,2.6,51
E01003519,615,58,356,491,60,965,38.9,3.7,22.5,31.1,3.8,61.1
E01003480,1085,102,531,374,80,1087,50,4.7,24.4,17.2,3.7,50
E01003482,1100,145,724,571,94,1534,41.8,5.5,27.5,21.7,3.6,58.2
E01003486,406,75,318,387,19,799,33.7,6.2,26.4,32.1,1.6,66.3
E01003487,523,65,437,316,30,848,38.1,4.7,31.9,23,2.2,61.9
E01003497,930,100,233,389,63,785,54.2,5.8,13.6,22.7,3.7,45.8
E01003506,658,106,216,451,49,822,44.5,7.2,14.6,30.5,3.3,55.5
E01033574,458,58,387,110,82,637,41.8,5.3,35.3,10,7.5,58.2
E01033575,450,50,374,74,73,571,44.1,4.9,36.6,7.2,7.1,55.9
E01033576,608,95,321,205,66,687,46.9,7.3,24.8,15.8,5.1,53.1
E01033584,731,78,235,491,60,864,45.8,4.9,14.7,30.8,3.8,54.2
E01033585,1086,147,486,657,69,1359,44.4,6,19.9,26.9,2.8,55.6
E01003479,887,64,229,288,37,618,58.9,4.3,15.2,19.1,2.5,41.1
E01003481,859,64,295,314,42,715,54.6,4.1,18.7,19.9,2.7,45.4
E01003485,783,69,407,265,49,790,49.8,4.4,25.9,16.8,3.1,50.2
E01003513,810,118,307,317,36,778,51,7.4,19.3,20,2.3,49
E01003511,546,82,186,531,49,848,39.2,5.9,13.3,38.1,3.5,60.8
E01003512,919,89,228,505,64,886,50.9,4.9,12.6,28,3.5,49.1
E01003514,824,88,169,388,43,688,54.5,5.8,11.2,25.7,2.8,45.5
E01003515,777,123,250,601,47,1021,43.2,6.8,13.9,33.4,2.6,56.8
E01003517,746,86,246,535,61,928,44.6,5.1,14.7,32,3.6,55.4
E01003609,1229,143,576,668,86,1473,45.5,5.3,21.3,24.7,3.2,54.5
E01003611,548,160,252,797,46,1255,30.4,8.9,14,44.2,2.6,69.6
E01033577,764,94,301,272,58,725,51.3,6.3,20.2,18.3,3.9,48.7
E01033580,808,63,457,131,63,714,53.1,4.1,30,8.6,4.1,46.9
E01033581,835,88,251,568,40,947,46.9,4.9,14.1,31.9,2.2,53.1
E01033582,719,83,346,161,72,662,52.1,6,25.1,11.7,5.2,47.9
E01004029,1121,100,402,143,69,714,61.1,5.4,21.9,7.8,3.8,38.9
E01004032,1044,82,456,61,52,651,61.6,4.8,26.9,3.6,3.1,38.4
E01004053,1331,115,279,53,58,505,72.5,6.3,15.2,2.9,3.2,27.5
E01004054,1204,71,266,73,42,452,72.7,4.3,16.1,4.4,2.5,27.3
E01004055,939,53,77,206,16,352,72.7,4.1,6,16,1.2,27.3
E01003927,1690,129,231,283,44,687,71.1,5.4,9.7,11.9,1.9,28.9
E01003929,1476,109,192,276,58,635,69.9,5.2,9.1,13.1,2.7,30.1
E01003934,931,100,168,203,20,491,65.5,7,11.8,14.3,1.4,34.5
E01003935,730,78,355,144,35,612,54.4,5.8,26.5,10.7,2.6,45.6
E01003939,1008,99,376,315,52,842,54.5,5.4,20.3,17,2.8,45.5
E01003976,1166,123,186,407,73,789,59.6,6.3,9.5,20.8,3.7,40.4
E01004027,1257,137,194,391,93,815,60.7,6.6,9.4,18.9,4.5,39.3
E01032637,955,50,189,32,21,292,76.6,4,15.2,2.6,1.7,23.4
E01032638,986,31,106,11,25,173,85.1,2.7,9.1,0.9,2.2,14.9
E01032640,983,50,140,42,33,265,78.8,4,11.2,3.4,2.6,21.2
E01032646,1093,77,162,176,61,476,69.7,4.9,10.3,11.2,3.9,30.3
E01032803,915,83,173,111,49,416,68.7,6.2,13,8.3,3.7,31.3
E01032834,914,39,109,38,30,216,80.9,3.5,9.6,3.4,2.7,19.1
E01003975,845,130,104,480,71,785,51.8,8,6.4,29.4,4.4,48.2
E01003978,1138,102,217,313,70,702,61.8,5.5,11.8,17,3.8,38.2
E01004022,1619,152,263,372,77,864,65.2,6.1,10.6,15,3.1,34.8
E01004023,1027,84,135,245,49,513,66.7,5.5,8.8,15.9,3.2,33.3
E01004028,981,93,135,401,41,670,59.4,5.6,8.2,24.3,2.5,40.6
E01003938,881,100,246,528,59,933,48.6,5.5,13.6,29.1,3.3,51.4
E01003940,587,104,185,548,59,896,39.6,7,12.5,37,4,60.4
E01003941,1197,73,238,323,66,700,63.1,3.8,12.5,17,3.5,36.9
E01003942,697,137,277,452,74,940,42.6,8.4,16.9,27.6,4.5,57.4
E01003979,1056,96,211,366,55,728,59.2,5.4,11.8,20.5,3.1,40.8
E01003981,933,88,290,307,57,742,55.7,5.3,17.3,18.3,3.4,44.3
E01004030,1023,73,131,191,39,434,70.2,5,9,13.1,2.7,29.8
E01004031,1174,114,354,323,95,886,57,5.5,17.2,15.7,4.6,43
E01004033,865,67,172,375,40,654,56.9,4.4,11.3,24.7,2.6,43.1
E01004034,969,66,112,330,64,572,62.9,4.3,7.3,21.4,4.2,37.1
E01004036,994,119,239,593,69,1020,49.4,5.9,11.9,29.4,3.4,50.6
E01004056,1470,91,241,201,62,595,71.2,4.4,11.7,9.7,3,28.8
E01004057,1031,77,187,183,22,469,68.7,5.1,12.5,12.2,1.5,31.3
E01004058,1261,61,294,52,31,438,74.2,3.6,17.3,3.1,1.8,25.8
E01004059,960,55,401,47,24,527,64.6,3.7,27,3.2,1.6,35.4
E01004060,1087,123,231,398,62,814,57.2,6.5,12.2,20.9,3.3,42.8
E01003936,1255,91,365,96,38,590,68,4.9,19.8,5.2,2.1,32
E01003937,859,103,307,235,49,694,55.3,6.6,19.8,15.1,3.2,44.7
E01003943,466,97,284,464,56,901,34.1,7.1,20.8,33.9,4.1,65.9
E01032720,647,84,328,522,151,1085,37.4,4.8,18.9,30.1,8.7,62.6
E01003977,1066,127,84,330,65,606,63.8,7.6,5,19.7,3.9,36.2
E01004037,1109,106,144,490,104,844,56.8,5.4,7.4,25.1,5.3,43.2
E01004038,1197,175,263,596,109,1143,51.2,7.5,11.2,25.5,4.7,48.8
E01004042,1204,75,93,299,41,508,70.3,4.4,5.4,17.5,2.4,29.7
E01004043,1088,58,58,144,18,278,79.6,4.2,4.2,10.5,1.3,20.4
E01003986,664,71,110,347,43,571,53.8,5.7,8.9,28.1,3.5,46.2
E01003987,1044,72,136,479,46,733,58.8,4.1,7.7,27,2.6,41.2
E01004024,1176,68,121,410,85,684,63.2,3.7,6.5,22,4.6,36.8
E01004035,932,90,119,420,61,690,57.5,5.5,7.3,25.9,3.8,42.5
E01003960,1113,131,201,364,54,750,59.7,7,10.8,19.5,2.9,40.3
E01003961,917,117,151,749,111,1128,44.8,5.7,7.4,36.6,5.4,55.2
E01003994,786,127,142,377,61,707,52.6,8.5,9.5,25.3,4.1,47.4
E01032722,1211,134,205,529,54,922,56.8,6.3,9.6,24.8,2.5,43.2
E01003980,1148,104,194,405,55,758,60.2,5.5,10.2,21.2,2.9,39.8
E01004039,814,113,247,305,89,754,51.9,7.2,15.8,19.5,5.7,48.1
E01004040,637,125,108,834,76,1143,35.8,7,6.1,46.9,4.3,64.2
E01004041,846,101,141,470,102,814,51,6.1,8.5,28.3,6.1,49
E01004044,714,60,147,419,61,687,51,4.3,10.5,29.9,4.4,49
E01003992,647,105,90,582,68,845,43.4,7,6,39,4.6,56.6
E01003995,778,86,67,409,44,606,56.2,6.2,4.8,29.6,3.2,43.8
E01003998,940,80,68,201,42,391,70.6,6,5.1,15.1,3.2,29.4
E01003999,785,118,118,369,52,657,54.4,8.2,8.2,25.6,3.6,45.6
E01032639,993,80,254,263,53,650,60.4,4.9,15.5,16,3.2,39.6
E01032719,572,69,184,312,74,639,47.2,5.7,15.2,25.8,6.1,52.8
E01003964,881,155,171,609,111,1046,45.7,8,8.9,31.6,5.8,54.3
E01003966,851,159,204,625,102,1090,43.8,8.2,10.5,32.2,5.3,56.2
E01003968,367,119,170,724,61,1074,25.5,8.3,11.8,50.2,4.2,74.5
E01003971,511,134,147,934,83,1298,28.2,7.4,8.1,51.6,4.6,71.8
E01003974,423,64,155,575,51,845,33.4,5,12.2,45.3,4,66.6
E01003963,593,82,253,647,73,1055,36,5,15.4,39.3,4.4,64
E01003967,539,76,166,786,106,1134,32.2,4.5,9.9,47,6.3,67.8
E01003970,554,76,155,662,39,932,37.3,5.1,10.4,44.5,2.6,62.7
E01003972,731,96,150,625,52,923,44.2,5.8,9.1,37.8,3.1,55.8
E01003973,862,107,134,494,53,788,52.2,6.5,8.1,29.9,3.2,47.8
E01003923,900,118,133,521,63,835,51.9,6.8,7.7,30,3.6,48.1
E01003969,1065,153,159,373,108,793,57.3,8.2,8.6,20.1,5.8,42.7
E01003991,624,49,128,365,42,584,51.7,4.1,10.6,30.2,3.5,48.3
E01003993,545,116,123,844,85,1168,31.8,6.8,7.2,49.3,5,68.2
E01003997,648,95,91,332,53,571,53.2,7.8,7.5,27.2,4.3,46.8
E01003983,562,150,128,1097,85,1460,27.8,7.4,6.3,54.3,4.2,72.2
E01003988,783,163,145,971,131,1410,35.7,7.4,6.6,44.3,6,64.3
E01003989,572,121,117,1035,115,1388,29.2,6.2,6,52.8,5.9,70.8
E01003990,644,144,163,1080,101,1488,30.2,6.8,7.6,50.7,4.7,69.8
E01004007,299,80,101,724,57,962,23.7,6.3,8,57.4,4.5,76.3
E01003912,359,140,88,941,67,1236,22.5,8.8,5.5,59,4.2,77.5
E01004011,402,157,190,1294,69,1710,19,7.4,9,61.3,3.3,81
E01004012,827,197,203,1182,93,1675,33.1,7.9,8.1,47.2,3.7,66.9
E01004013,432,117,202,836,69,1224,26.1,7.1,12.2,50.5,4.2,73.9
E01004014,491,118,110,1006,59,1293,27.5,6.6,6.2,56.4,3.3,72.5
E01003911,737,133,195,821,99,1248,37.1,6.7,9.8,41.4,5,62.9
E01003916,1049,165,162,697,117,1141,47.9,7.5,7.4,31.8,5.3,52.1
E01003917,922,82,150,549,72,853,51.9,4.6,8.5,30.9,4.1,48.1
E01003918,544,92,140,767,59,1058,34,5.7,8.7,47.9,3.7,66
E01003925,558,97,79,547,55,778,41.8,7.3,5.9,40.9,4.1,58.2
E01003919,880,168,142,527,59,896,49.5,9.5,8,29.7,3.3,50.5
E01003920,578,92,156,950,78,1276,31.2,5,8.4,51.2,4.2,68.8
E01003921,609,81,132,553,86,852,41.7,5.5,9,37.9,5.9,58.3
E01003922,750,98,153,848,68,1167,39.1,5.1,8,44.2,3.5,60.9
E01003924,516,124,155,1006,127,1412,26.8,6.4,8,52.2,6.6,73.2
E01003926,508,82,125,655,53,915,35.7,5.8,8.8,46,3.7,64.3
E01004008,580,139,225,1115,82,1561,27.1,6.5,10.5,52.1,3.8,72.9
E01004010,484,113,126,682,121,1042,31.7,7.4,8.3,44.7,7.9,68.3
E01004067,649,120,270,1041,85,1516,30,5.5,12.5,48.1,3.9,70
E01032805,993,180,235,1037,106,1558,38.9,7.1,9.2,40.7,4.2,61.1
E01003984,864,153,149,757,74,1133,43.3,7.7,7.5,37.9,3.7,56.7
E01004003,599,123,108,796,76,1103,35.2,7.2,6.3,46.8,4.5,64.8
E01004004,1167,184,163,923,62,1332,46.7,7.4,6.5,36.9,2.5,53.3
E01004005,724,165,159,1092,83,1499,32.6,7.4,7.2,49.1,3.7,67.4
E01004006,947,136,116,722,47,1021,48.1,6.9,5.9,36.7,2.4,51.9
E01003913,1207,95,145,342,58,640,65.3,5.1,7.9,18.5,3.1,34.7
E01003914,1127,119,129,425,42,715,61.2,6.5,7,23.1,2.3,38.8
E01003915,756,99,151,857,77,1184,39,5.1,7.8,44.2,4,61
E01004050,1100,81,58,177,59,375,74.6,5.5,3.9,12,4,25.4
E01004052,1216,94,132,276,48,550,68.9,5.3,7.5,15.6,2.7,31.1
E01004061,1115,116,115,356,48,635,63.7,6.6,6.6,20.3,2.7,36.3
E01004062,963,126,240,620,36,1022,48.5,6.3,12.1,31.2,1.8,51.5
E01004063,1183,121,93,520,42,776,60.4,6.2,4.7,26.5,2.1,39.6
E01004065,1020,94,57,320,34,505,66.9,6.2,3.7,21,2.2,33.1
E01004066,1021,166,157,748,67,1138,47.3,7.7,7.3,34.6,3.1,52.7
E01004000,835,189,94,718,45,1046,44.4,10,5,38.2,2.4,55.6
E01004001,740,112,95,730,61,998,42.6,6.4,5.5,42,3.5,57.4
E01004019,1090,193,138,863,35,1229,47,8.3,6,37.2,1.5,53
E01004064,898,147,125,736,69,1077,45.5,7.4,6.3,37.3,3.5,54.5
E01004068,819,118,169,903,38,1228,40,5.8,8.3,44.1,1.9,60
E01004045,425,123,103,828,39,1093,28,8.1,6.8,54.5,2.6,72
E01004047,572,128,168,631,96,1023,35.9,8,10.5,39.6,6,64.1
E01004048,965,112,135,342,33,622,60.8,7.1,8.5,21.6,2.1,39.2
E01004049,686,111,248,568,59,986,41,6.6,14.8,34,3.5,59
E01004051,1037,73,103,153,17,346,75,5.3,7.4,11.1,1.2,25
E01003953,1441,133,151,313,44,641,69.2,6.4,7.3,15,2.1,30.8
E01003955,1242,133,109,294,39,575,68.4,7.3,6,16.2,2.1,31.6
E01004015,1123,93,73,245,24,435,72.1,6,4.7,15.7,1.5,27.9
E01004021,1592,106,86,288,37,517,75.5,5,4.1,13.7,1.8,24.5
E01004046,1060,128,86,318,41,573,64.9,7.8,5.3,19.5,2.5,35.1
E01004002,1047,120,80,334,28,562,65.1,7.5,5,20.8,1.7,34.9
E01004016,1520,141,115,537,36,829,64.7,6,4.9,22.9,1.5,35.3
E01004017,1174,88,53,214,19,374,75.8,5.7,3.4,13.8,1.2,24.2
E01004020,700,120,109,769,32,1030,40.5,6.9,6.3,44.5,1.8,59.5
E01003952,1211,79,100,229,21,429,73.8,4.8,6.1,14,1.3,26.2
E01003954,1140,109,75,250,24,458,71.3,6.8,4.7,15.6,1.5,28.7
E01003956,1234,115,56,269,11,451,73.2,6.8,3.3,16,0.7,26.8
E01004071,1115,86,93,265,20,464,70.6,5.4,5.9,16.8,1.3,29.4
E01004072,1407,104,99,113,15,331,81,6,5.7,6.5,0.9,19
E01004069,1152,91,140,39,15,285,80.2,6.3,9.7,2.7,1,19.8
E01004070,1559,123,96,187,20,426,78.5,6.2,4.8,9.4,1,21.5
E01004073,1570,85,99,161,16,361,81.3,4.4,5.1,8.3,0.8,18.7
E01004074,1508,130,115,110,20,375,80.1,6.9,6.1,5.8,1.1,19.9
