LSOAs,Mean_year_household_income,Median_year_household_income
E01002435,67830,55238
E01002470,46996,38225
E01002535,58330,47481
E01002416,49333,40134
E01002417,56033,45605
E01002420,47257,38438
E01002421,50320,40940
E01002471,53895,43859
E01002465,43290,35199
E01002467,49892,40590
E01002494,39834,32377
E01002536,56324,45842
E01002537,58757,47829
E01002415,50085,40748
E01002466,51014,41506
E01002468,51179,41641
E01002469,50868,41387
E01002495,48415,39384
E01002458,65999,53743
E01002459,62992,51288
E01002460,56461,45954
E01002462,68016,55390
E01002464,54464,44323
E01002461,65450,53294
E01002463,62269,50697
E01002512,62596,50964
E01002513,56060,45627
E01002516,61029,49684
E01002450,42681,34702
E01002451,45964,37382
E01002452,46810,38074
E01002453,39977,32493
E01002454,35209,28644
E01002414,41322,33592
E01002514,46863,38117
E01002515,40727,33106
E01033725,38042,30918
E01002520,36759,29889
E01002521,32368,26364
E01002523,37380,30387
E01033724,35337,28747
E01002410,38409,31213
E01002412,44307,36029
E01002456,36026,29300
E01002509,52217,42489
E01002511,37668,30618
E01002422,36000,29279
E01002423,39942,32465
E01002424,37220,30259
E01002425,32003,26071
E01002427,36917,30016
E01002428,38217,31059
E01002408,31909,25996
E01002409,33003,26873
E01002429,32924,26810
E01002455,36353,29562
E01002457,32261,26278
E01002392,29128,23763
E01002393,31485,25655
E01002540,32350,26349
E01002542,29777,24284
E01002543,30791,25098
E01002394,32488,26460
E01002395,34858,28363
E01002397,29589,24133
E01002398,33495,27268
E01002399,33996,27671
E01002426,33119,26967
E01002411,32618,26565
E01002413,31471,25644
E01002518,43069,35018
E01002519,32265,26281
E01002550,32743,26665
E01002554,33809,27521
E01002541,39637,32216
E01002544,38081,30950
E01002545,29107,23746
E01002546,34763,28286
E01002547,31580,25731
E01002400,33832,27539
E01002401,31398,25585
E01002402,31638,25778
E01002403,30710,25033
E01002404,28999,23660
E01002548,30129,24566
E01002549,37090,30154
E01002551,32597,26548
E01002552,32524,26489
E01002553,31773,25887
E01002396,32017,26082
E01002501,35085,28545
E01002502,31597,25745
E01002505,28734,23447
E01002508,27878,22760
E01002405,32776,26691
E01002406,31423,25605
E01002503,30450,24824
E01002504,33787,27503
E01002506,27962,22827
E01002507,33156,26996
E01002486,32934,26818
E01002487,31498,25665
E01002526,32205,26233
E01002528,31433,25613
E01002532,32483,26456
E01002445,29029,23684
E01002525,42217,34322
E01002529,36320,29536
E01002530,28608,23346
E01002531,40591,32995
E01002407,30310,24712
E01002488,33399,27191
E01002489,32897,26788
E01002490,32994,26867
E01002492,32915,26803
E01002444,35781,29103
E01002446,36436,29629
E01002447,32798,26709
E01002527,34058,27721
E01002443,35528,28901
E01002448,32841,26744
E01002449,32093,26143
E01002491,30509,24872
E01002493,29264,23872
E01002496,38065,30937
E01002497,37489,30475
E01002498,48160,39176
E01002499,41014,33340
E01032577,45091,36670
E01002569,72399,56823
E01002570,65731,51585
E01002573,80499,63185
E01002574,71610,56203
E01002575,77336,60700
E01002562,36777,28851
E01002564,35716,28023
E01002566,34466,27047
E01002568,33063,25952
E01033081,46556,36522
E01033082,43059,33775
E01002620,32946,25861
E01002625,35802,28090
E01002626,36593,28708
E01002627,31909,25052
E01002631,35035,27491
E01002633,27153,21339
E01002634,25947,20398
E01002637,27860,21891
E01002638,31145,24455
E01002563,50929,39958
E01002565,45516,35705
E01002567,52891,41498
E01002684,47201,37029
E01002686,32587,25580
E01002571,81473,63950
E01002572,35693,28005
E01002577,70713,55498
E01002578,75713,59425
E01002689,60111,47170
E01002690,80872,63478
E01002576,53780,42197
E01002579,71797,56349
E01002580,52795,41423
E01002581,66058,51842
E01002582,74549,58511
E01002675,55706,43710
E01002678,54925,43096
E01002679,50799,39855
E01002680,52199,40955
E01002619,36338,28509
E01002622,38113,29894
E01002632,38128,29905
E01002635,37280,29243
E01002636,35133,27568
E01002618,46612,36566
E01002621,35617,27946
E01002623,34783,27295
E01002628,40812,32010
E01002629,38556,30239
E01002630,41762,32756
E01002639,42543,33370
E01002640,40473,31744
E01002674,56519,44348
E01002676,61398,48181
E01002583,36848,28907
E01002584,33240,26090
E01002585,31492,24726
E01002586,35207,27626
E01002589,32003,25124
E01002668,48076,37716
E01002669,32850,25786
E01002681,37348,29297
E01002682,42610,33423
E01002683,52032,40823
E01002642,38370,30094
E01002643,37569,29469
E01002645,35105,27546
E01002658,58565,45955
E01002677,45886,35996
E01002587,33174,26038
E01002588,25928,20383
E01002660,35999,28244
E01002661,35902,28168
E01002665,31339,24606
E01002624,34341,26949
E01002646,31088,24410
E01002662,41626,32650
E01002663,32740,25700
E01002664,35639,27963
E01002641,36126,28343
E01002648,36305,28483
E01002649,35420,27792
E01002657,50110,39314
E01033083,53885,42279
E01033084,33993,26678
E01002653,41967,32917
E01002654,44925,35241
E01002655,47289,37098
E01002656,46994,36866
E01002659,40847,32038
E01002667,46526,36499
E01002670,42418,33272
E01002671,48266,37866
E01002672,33716,26462
E01002673,25268,19867
E01002647,35337,27727
E01002650,35407,27781
E01002651,36620,28729
E01002652,36746,28827
E01002666,33572,26350
E01002555,37999,29805
E01002556,37054,29068
E01002590,36291,28472
E01002592,33454,26258
E01002595,33694,26445
E01002557,34738,27259
E01002558,33394,26210
E01002559,35137,27571
E01002560,33179,26043
E01002561,30469,23928
E01002591,34422,27013
E01002593,37019,29040
E01002594,36084,28311
E01002611,37674,29551
E01002612,34803,27311
E01002613,36446,28593
E01002598,31912,25054
E01002599,33596,26368
E01002600,33277,26120
E01002603,37127,29124
E01033000,30231,23741
E01033030,45932,36032
E01002604,29640,23281
E01002605,32193,25273
E01002606,28184,22144
E01002607,35229,27643
E01002615,30085,23627
E01002596,35804,28092
E01002601,38296,30037
E01002602,43976,34496
E01002614,38261,30010
E01002616,38235,29989
E01002608,33593,26366
E01002609,40259,31576
E01002610,34018,26698
E01002617,48388,37961
E01002687,65886,51707
E01002691,53335,41847
E01002692,55521,43565
E01002693,60008,47089
E01032573,65629,51505
E01003006,61666,48372
E01003007,61732,48423
E01003008,68957,54103
E01003009,55293,43361
E01003010,75020,58868
E01002952,96148,75477
E01002953,73709,57838
E01002955,48466,37995
E01002956,67483,52944
E01002959,83697,65689
E01002935,50695,39747
E01002938,65387,51296
E01002951,63458,49780
E01002954,45767,35882
E01002957,35140,27577
E01002933,46106,36147
E01002934,69276,54353
E01002937,65261,51197
E01003011,62313,48880
E01033568,49718,38979
E01033569,53018,41573
E01002964,39293,30823
E01002969,26098,20510
E01002971,45043,35316
E01002972,41452,32510
E01002974,45625,35771
E01002932,35773,28071
E01002960,61312,48093
E01002962,41334,32418
E01002970,35341,27734
E01002973,35405,27784
E01002929,67915,53284
E01002930,44850,35165
E01002931,56773,44525
E01002963,46049,36103
E01002985,43518,34124
E01002927,44514,34903
E01002928,46372,36355
E01002958,53275,41775
E01002961,65833,51647
E01002986,45807,35913
E01002965,43716,34279
E01002967,58388,45794
E01002968,46262,36269
E01002990,51716,40550
E01002991,57339,44970
E01002922,60389,47367
E01002926,58777,46100
E01002966,51413,40311
E01002992,46820,36705
E01002921,44007,34506
E01002987,43827,34366
E01002988,55598,43602
E01002989,65921,51716
E01002975,49832,39069
E01002977,38792,30431
E01002980,52604,41248
E01002981,56737,44496
E01002984,47009,36853
E01002923,32363,25407
E01002925,52654,41287
E01002993,51271,40200
E01002995,71783,56324
E01002999,42752,33525
E01002915,47827,37492
E01002916,53325,41815
E01002917,57430,45041
E01002920,58598,45960
E01002924,74225,58244
E01002976,47452,37199
E01002978,60343,47331
E01002979,54680,42880
E01002982,49386,38718
E01002983,61251,48045
E01002994,61969,48609
E01002996,59646,46783
E01002997,63330,49679
E01002998,43596,34185
E01003002,43146,33833
E01002918,41366,32443
E01002919,39170,30727
E01003000,40250,31570
E01003001,44435,34841
E01003003,42374,33230
E01002939,41314,32402
E01002941,44351,34776
E01002942,45880,35971
E01003004,44652,35011
E01003005,43243,33909
E01002944,42714,33496
E01002945,43667,34241
E01002946,45386,35584
E01002947,46302,36300
E01002940,40299,31609
E01002943,40778,31983
E01002948,44907,35210
E01002949,44742,35081
E01002950,38595,30277
E01003472,79093,58959
E01003473,72363,53952
E01003474,97847,72913
E01003475,44088,32911
E01003478,70854,52830
E01003460,88152,65700
E01003462,86055,64139
E01003464,87292,65060
E01003465,104877,78144
E01003400,68606,51157
E01003454,70306,52422
E01003456,67299,50184
E01003476,61522,45886
E01003477,68218,50869
E01003401,72455,54021
E01003402,76602,57107
E01003403,74711,55699
E01003404,65698,48993
E01003461,83541,62269
E01003367,45561,34011
E01003369,42617,31808
E01003370,41701,31121
E01003371,45865,34237
E01003455,52675,39304
E01003359,43755,32662
E01003360,65155,48589
E01003457,75982,56645
E01003458,68316,50941
E01003459,44051,32884
E01003394,36947,27554
E01003395,39364,29368
E01003396,40727,30390
E01003397,38410,28652
E01003398,39823,29712
E01003368,38495,28716
E01003372,34959,26063
E01003393,37254,27785
E01003406,36498,27218
E01003407,40587,30285
E01003355,59070,44062
E01003356,64811,48333
E01003358,65480,48831
E01003383,70082,52255
E01003384,70723,52732
E01003442,79185,59028
E01003443,82490,61487
E01003444,68974,51431
E01003445,65917,49156
E01003463,91412,68125
E01003380,62807,46842
E01003382,60118,44842
E01003385,75705,56439
E01003399,64130,47826
E01003423,61396,45792
E01003357,33189,24735
E01003376,32675,24350
E01003377,27438,20421
E01003408,40798,30443
E01003410,34902,26020
E01003386,36176,26976
E01003388,34804,25947
E01003389,35865,26742
E01003392,38691,28863
E01003409,33961,25314
E01003387,33015,24604
E01003391,29218,21756
E01003411,36710,27376
E01003412,35172,26223
E01003435,39394,29390
E01003361,45612,34048
E01003424,74238,55347
E01003425,69091,51518
E01003426,57481,42879
E01003428,65784,49057
E01003366,42218,31508
E01003381,59105,44088
E01003446,51119,38146
E01003447,37639,28073
E01003471,55324,41275
E01003413,38077,28402
E01003414,38273,28549
E01003415,39679,29604
E01003416,39916,29782
E01003434,40157,29963
E01003373,27050,20130
E01003378,35901,26770
E01003379,29711,22126
E01003390,26314,19577
E01003405,33220,24759
E01003429,40642,30326
E01003430,29722,22134
E01003431,32527,24239
E01003432,30324,22585
E01003433,35890,26762
E01003466,58531,43661
E01003467,60862,45395
E01003468,56965,42495
E01003469,40512,30229
E01003470,46093,34406
E01003362,52809,39403
E01003363,49097,36641
E01003364,47852,35715
E01003365,54753,40850
E01003421,43237,32273
E01003374,34158,25462
E01003375,38620,28810
E01003437,40199,29994
E01003440,35079,26153
E01003441,34730,25891
E01003427,39548,29506
E01003436,34616,25806
E01003439,34198,25492
E01003448,33638,25072
E01003453,34407,25649
E01003438,33261,24789
E01003449,37516,27981
E01003450,34189,25485
E01003451,43032,32119
E01003452,33203,24745
E01003417,42884,32009
E01003418,43047,32130
E01003419,41895,31266
E01003420,42505,31724
E01003422,43045,32129
E01003744,65272,51617
E01003745,81938,64816
E01003746,68838,54442
E01003747,72388,57253
E01003748,75657,59842
E01003749,59604,47128
E01003750,55151,43601
E01003720,32467,25692
E01003722,33094,26185
E01003723,33232,26292
E01003726,31366,24827
E01003721,38202,30196
E01003724,40464,31973
E01003725,35145,27795
E01003727,31663,25060
E01003654,44761,35373
E01003655,54664,43216
E01003658,35727,28252
E01003660,54254,42891
E01003656,35985,28455
E01003657,44547,35204
E01003659,48569,38389
E01003698,46729,36932
E01003699,44348,35046
E01003700,39721,31389
E01003701,40000,31608
E01003702,38271,30251
E01003703,53740,42484
E01003704,36840,29126
E01003668,60723,48014
E01003669,67063,53036
E01003670,60065,47494
E01003671,67333,53250
E01003672,40355,31887
E01003673,60213,47610
E01003674,57307,45309
E01003707,43978,34753
E01003708,31947,25284
E01003709,45074,35621
E01003710,45787,36185
E01003759,65932,52140
E01003760,42075,33246
E01003761,26017,20627
E01003762,55263,43690
E01003763,50983,40300
E01003764,53740,42484
E01003765,59947,47400
E01003705,41829,33051
E01003706,38064,30088
E01003711,40962,32364
E01003712,32009,25332
E01003646,39900,31529
E01003648,57070,45122
E01003649,53520,42310
E01003651,52987,41888
E01003639,37555,29688
E01003640,45011,35571
E01003641,44172,34907
E01003642,38629,30531
E01003774,63554,50257
E01003775,65319,51655
E01003776,38307,30279
E01003777,64724,51184
E01003778,59294,46882
E01003779,54010,42698
E01003780,74653,59047
E01003647,47736,37729
E01003650,39309,31065
E01003652,53436,42244
E01003653,40739,32188
E01003638,39568,31269
E01003643,43651,34494
E01003644,43733,34559
E01003645,43016,33991
E01003789,64454,50969
E01003794,59330,46911
E01003795,71425,56491
E01003796,59678,47187
E01003661,40627,32100
E01003662,35909,28395
E01003663,38151,30156
E01003664,43262,34186
E01003665,44920,35499
E01003666,37215,29421
E01033590,38701,30588
E01033592,42601,33662
E01003751,39006,30827
E01003753,38826,30686
E01003754,39178,30963
E01003757,36931,29198
E01003769,33710,26668
E01003770,40290,31836
E01003771,36543,28893
E01003773,42668,33715
E01003752,44882,35468
E01003755,39815,31462
E01003756,38856,30710
E01003758,34851,27564
E01003766,35690,28223
E01003767,33042,26143
E01003768,33973,26875
E01003772,38297,30270
E01003781,39339,31089
E01003782,34920,27618
E01003786,45333,35826
E01003787,40031,31632
E01003790,53125,41997
E01003791,64835,51271
E01003792,69149,54688
E01003793,37377,29548
E01003783,32852,25995
E01003784,38479,30414
E01003785,36930,29197
E01003788,36417,28794
E01003683,31016,24552
E01003684,33182,26253
E01003685,31511,24941
E01003686,33406,26429
E01003688,33563,26553
E01003689,30010,23763
E01033589,40284,31831
E01033591,30738,24334
E01003737,44838,35434
E01003738,42580,33645
E01003739,38964,30794
E01003740,40224,31784
E01003741,38306,30278
E01003742,37091,29323
E01003743,34636,27396
E01003728,33896,26814
E01003729,27285,21622
E01003730,29950,23716
E01003732,29645,23476
E01003733,31870,25223
E01003731,29809,23605
E01003734,33419,26440
E01003735,26195,20766
E01003736,34419,27225
E01003713,38324,30292
E01003714,34598,27366
E01003715,35847,28346
E01003716,38523,30448
E01003718,37798,29879
E01003719,37005,29256
E01032581,33684,26648
E01003690,41776,33009
E01003691,39370,31113
E01003692,46243,36547
E01003693,53601,42374
E01003694,45006,35567
E01003695,38320,30289
E01003696,40981,32378
E01003697,46610,36837
E01003675,48972,38708
E01003676,53529,42317
E01003677,52771,41717
E01003678,59639,47156
E01003679,55124,43580
E01003680,53915,42622
E01003681,40223,31783
E01003682,54114,42780
E01003797,94005,72466
E01003798,62813,48413
E01003799,79954,61631
E01003800,50712,39083
E01003801,72143,55607
E01003802,78891,60811
E01003803,36913,28452
E01003846,81518,62837
E01003847,59698,46011
E01003849,70153,54073
E01003851,80501,62052
E01003860,67304,51876
E01003864,65951,50832
E01003852,52850,40730
E01003853,60529,46651
E01003854,61413,47333
E01003855,44854,34570
E01003856,53443,41187
E01003857,62136,47891
E01003858,73342,56532
E01003848,52320,40322
E01003861,57109,44014
E01003862,48577,37439
E01003863,49697,38301
E01003865,50154,38653
E01033570,55410,42704
E01033571,52123,40170
E01003804,60229,46420
E01003807,54362,41896
E01003808,62726,48346
E01003809,77204,59510
E01003859,67558,52072
E01003873,63709,49104
E01003874,66610,51341
E01003875,74630,57526
E01003878,50259,38734
E01003866,74214,57205
E01003868,66293,51096
E01003871,67229,51818
E01003872,63753,49138
E01003821,65291,50324
E01003876,69738,53753
E01003877,74869,57709
E01003879,75936,58533
E01003892,75152,57928
E01003893,56231,43337
E01003894,65861,50763
E01003895,57285,44150
E01003905,47077,36282
E01003906,45259,34882
E01003907,38900,29983
E01003908,48673,37513
E01003909,47540,36640
E01003867,51356,39579
E01003869,62719,48340
E01003870,63178,48694
E01003910,49992,38528
E01003805,90323,69627
E01003806,90757,69961
E01003816,67638,52133
E01003817,50709,39081
E01003840,41506,31991
E01003841,32372,24954
E01003842,40367,31113
E01003843,38034,29316
E01003844,52903,40771
E01003845,46944,36180
E01003882,62417,48107
E01003883,58030,44724
E01003896,53679,41369
E01003897,53729,41407
E01003898,57581,44378
E01003899,54898,42310
E01003900,42060,32418
E01003901,52180,40214
E01003902,49332,38020
E01003903,45126,34780
E01003904,49496,38146
E01003880,71028,54748
E01003881,66591,51326
E01003884,60217,46411
E01003885,59723,46030
E01003818,50130,38635
E01003819,35496,27360
E01003820,45026,34703
E01003811,60874,46918
E01003812,50445,38878
E01003890,61618,47491
E01003891,63567,48994
E01003810,61898,47707
E01003813,62281,48003
E01003814,51505,39694
E01003815,48048,37031
E01003828,53402,41156
E01003829,38078,29350
E01003830,50277,38748
E01003831,46399,35760
E01003832,34136,26313
E01003833,40922,31541
E01003886,63179,48695
E01003887,60241,46429
E01003888,46793,36064
E01003889,65100,50176
E01003834,50360,38812
E01003835,69440,53523
E01003836,49364,38045
E01003837,63686,49086
E01003838,55813,43014
E01003839,46293,35679
E01003822,71193,54875
E01003823,53756,41428
E01003824,60290,46467
E01003825,53552,41271
E01003826,39983,30817
E01003827,49941,38489
E01004125,30449,24697
E01004183,30153,24460
E01004184,30994,25133
E01004185,29693,24092
E01004189,30320,24593
E01004123,31589,25609
E01004124,31815,25791
E01004126,29233,23723
E01004128,30052,24379
E01004129,28769,23352
E01004130,39291,31775
E01004131,39356,31828
E01004134,38815,31394
E01004135,40048,32382
E01004136,39655,32067
E01004164,39743,32138
E01004166,42028,33988
E01004169,35581,28806
E01004186,37586,30411
E01004188,35783,28967
E01004127,34392,27854
E01004163,37850,30622
E01004165,36980,29925
E01004167,33148,26858
E01004187,34024,27559
E01004117,49335,39931
E01004121,45286,36638
E01004192,42948,34736
E01004193,45026,36426
E01004195,40039,32374
E01004144,44495,35994
E01004145,38894,31458
E01004146,38955,31507
E01004147,44509,36006
E01004116,48739,39446
E01004122,53301,43156
E01004190,52109,42187
E01004191,40365,32636
E01004194,40400,32664
E01004196,44965,36377
E01004115,42295,34205
E01004118,40344,32618
E01004119,42969,34753
E01004132,42588,34443
E01004133,45343,36684
E01004171,46183,37367
E01004172,34843,28214
E01004173,40577,32805
E01004175,39128,31645
E01004176,42878,34679
E01004076,38112,30832
E01004077,39067,31596
E01004078,36255,29345
E01004079,53486,43307
E01004080,48073,38904
E01004081,40996,33148
E01004082,45124,36506
E01004137,40995,33148
E01004140,29422,23875
E01004141,33227,26921
E01004142,32877,26640
E01004149,38630,31246
E01004101,47852,38724
E01004103,44565,36051
E01004138,39546,31980
E01004139,44240,35787
E01004168,39389,31854
E01004143,39567,31997
E01004148,34649,28059
E01004159,39252,31745
E01004160,43417,35117
E01004161,46329,37486
E01004097,52300,42342
E01004098,53397,43234
E01004099,39772,32161
E01004100,47666,38573
E01004102,48885,39564
E01004110,45757,37020
E01004111,47605,38524
E01004112,65481,53062
E01004120,55775,45168
E01004157,63297,51286
E01004087,56496,45754
E01004170,44642,36113
E01004174,40251,32544
E01004178,37534,30369
E01004179,51129,41389
E01004152,37629,30445
E01004155,48487,39240
E01004156,45258,36614
E01004158,51303,41531
E01004162,42691,34527
E01004083,27102,22017
E01004086,38590,31215
E01004088,25574,20794
E01004089,26670,21671
E01004182,34960,28309
E01004104,58838,47659
E01004107,39698,32102
E01004177,34479,27923
E01004180,63422,51387
E01004181,39825,32203
E01004090,28854,23420
E01004096,39583,32009
E01004150,35150,28460
E01004151,45732,37000
E01004153,42184,34115
E01004091,64555,52309
E01004092,62870,50939
E01004105,57681,46718
E01004106,75810,61463
E01004154,63735,51642
E01004084,62815,50894
E01004085,57854,46859
E01004108,50425,40817
E01004109,37810,30590
E01004093,65551,53119
E01004094,50391,40790
E01004095,63663,51584
E01004114,76575,62085
E01032623,77061,62479
E01004349,35618,28795
E01004350,34286,27733
E01004351,52233,42233
E01004356,40878,33040
E01004357,49449,39979
E01004352,67126,54289
E01004353,57179,46236
E01004354,54594,44144
E01004358,48025,38826
E01004359,55426,44818
E01004384,34603,27985
E01004385,36527,29519
E01004386,59876,48420
E01004389,34987,28292
E01004390,33262,26917
E01004355,43074,34818
E01004360,58679,47451
E01004413,33716,27279
E01004415,42856,34642
E01004416,43868,35461
E01004361,53277,43078
E01004414,41418,33477
E01004417,37855,30593
E01004451,46650,37713
E01004452,35809,28947
E01004450,48694,39367
E01004453,39142,31635
E01004454,36273,29317
E01004455,35251,28502
E01004456,30266,24528
E01004379,57124,46193
E01004380,50481,40814
E01004381,52625,42550
E01004383,49746,40220
E01004387,62865,50840
E01004388,48948,39573
E01004343,49084,39684
E01004344,34255,27708
E01004382,30971,25090
E01004418,38353,30996
E01004419,41136,33249
E01004398,31183,25259
E01004399,29052,23560
E01004400,34405,27828
E01004402,32468,26284
E01004403,33656,27230
E01004345,37420,30241
E01004348,37025,29921
E01004377,53074,42914
E01004378,43318,35016
E01004342,34152,27626
E01004346,41993,33943
E01004347,42903,34680
E01004460,36140,29210
E01004462,38490,31107
E01004396,37257,30109
E01004457,39987,32319
E01004458,35029,28325
E01004459,27231,22108
E01004463,44355,35855
E01004407,26798,21763
E01004410,32188,26060
E01004464,29427,23859
E01004469,30491,24708
E01004470,34784,28130
E01004471,33915,27437
E01004391,38820,31375
E01004393,32408,26235
E01004401,36734,29684
E01004404,32588,26379
E01004461,38018,30725
E01004412,46766,37807
E01004465,48751,39414
E01004466,56906,46016
E01004467,31818,25765
E01004468,55852,45162
E01004406,35203,28464
E01004408,40722,32914
E01004409,37932,30655
E01004411,39410,31852
E01004443,36132,29204
E01004447,40171,32468
E01004392,35770,28916
E01004394,33895,27421
E01004397,40458,32700
E01004444,30968,25087
E01004446,35983,29086
E01004395,42873,34655
E01004421,34419,27839
E01004445,36420,29434
E01004448,35932,29045
E01004449,28868,23413
E01004363,45047,36415
E01004364,35031,28326
E01004366,43831,35431
E01004367,36994,29896
E01004368,43631,35269
E01004365,31201,25273
E01004405,36256,29303
E01004420,30852,24995
E01004423,31168,25247
E01033153,26804,21769
E01004362,45864,37076
E01004436,44275,35790
E01004437,38609,31203
E01004439,41537,33574
E01004442,51284,41464
E01004422,35096,28378
E01004424,31105,25197
E01004425,32404,26232
E01004426,34321,27761
E01004427,33123,26806
E01004369,36590,29570
E01004370,40454,32697
E01004372,42950,34718
E01004432,35703,28862
E01004435,32532,26335
E01004333,32693,26463
E01004334,26312,21376
E01004438,47831,38669
E01004440,41399,33462
E01004441,50621,40928
E01004371,42300,34192
E01004373,33776,27326
E01004374,42093,34024
E01004375,34721,28080
E01004376,35577,28762
E01004336,31328,25374
E01004428,27901,22642
E01004429,32641,26422
E01004430,35923,29038
E01004434,31585,25580
E01004335,26155,21251
E01004337,30601,24795
E01004338,36414,29429
E01004339,36616,29590
E01004340,30060,24363
E01004341,30829,24977
E01004327,31069,25168
E01004328,35125,28402
E01004329,33251,26907
E01004330,37154,30026
E01004331,32862,26598
E01004332,32961,26677
