LSOAs,individual_household,All_households,percent_indi_house
E01000031,26.6,598,26.6
E01000032,28.7,631,28.7
E01000110,18.4,501,18.4
E01000111,30.7,732,30.7
E01000112,28.8,739,28.8
E01000113,26.7,633,26.7
E01000034,27.5,517,27.5
E01000037,22.3,579,22.3
E01000038,27.2,563,27.2
E01000039,28.1,659,28.1
E01000063,29.1,635,29.1
E01000100,25.2,615,25.2
E01000101,25.4,567,25.4
E01000109,24.5,608,24.5
E01000114,23.1,758,23.1
E01000033,29.6,533,29.6
E01000060,37.1,770,37.1
E01000061,28.7,668,28.7
E01000062,30.2,761,30.2
E01000064,27.9,709,27.9
E01000065,41.5,774,41.5
E01000078,28.7,649,28.7
E01000080,28.8,594,28.8
E01000081,26.2,648,26.2
E01000082,33.2,672,33.2
E01000083,22.7,629,22.7
E01000102,29.4,625,29.4
E01000021,31.9,593,31.9
E01000022,21.7,474,21.7
E01000023,39.8,500,39.8
E01000024,21.5,456,21.5
E01000025,25.3,629,25.3
E01000077,26.6,560,26.6
E01000015,23.3,836,23.3
E01000016,28.1,626,28.1
E01000017,29.2,609,29.2
E01000018,25.8,612,25.8
E01000079,31.9,609,31.9
E01000035,26.6,567,26.6
E01000036,20.9,469,20.9
E01000107,21.8,601,21.8
E01000108,29.9,652,29.9
E01000066,30.5,683,30.5
E01000067,25.3,679,25.3
E01000069,16,513,16
E01000070,17.9,598,17.9
E01000071,28.3,785,28.3
E01000057,22.5,537,22.5
E01000073,27.9,627,27.9
E01000074,31.8,629,31.8
E01000075,25.6,622,25.6
E01000076,28.6,710,28.6
E01000013,25.2,650,25.2
E01000014,28.2,638,28.2
E01000059,26.5,578,26.5
E01000084,26.7,517,26.7
E01000085,26.7,640,26.7
E01000086,23.8,508,23.8
E01000103,22.8,600,22.8
E01000104,38,739,38
E01000105,36,915,36
E01000106,42.9,916,42.9
E01000007,41.3,612,41.3
E01000008,24.8,521,24.8
E01000010,23.4,1103,23.4
E01000012,23.6,698,23.6
E01000006,17.9,543,17.9
E01000009,29.9,638,29.9
E01000011,15.3,457,15.3
E01000044,24.2,629,24.2
E01000068,18.2,462,18.2
E01000041,24.5,607,24.5
E01000042,31.5,679,31.5
E01000045,22.4,602,22.4
E01000046,22.2,654,22.2
E01000072,30.9,784,30.9
E01000054,23.4,638,23.4
E01000055,23,560,23
E01000056,23.2,573,23.2
E01000058,27.2,690,27.2
E01000095,22.4,549,22.4
E01000040,29.4,640,29.4
E01000043,25.4,461,25.4
E01000050,31.2,615,31.2
E01000052,29.6,769,29.6
E01000092,26.3,975,26.3
E01000053,37.4,645,37.4
E01000087,26.2,503,26.2
E01000088,26.3,640,26.3
E01000089,21.6,612,21.6
E01000090,20,549,20
E01000048,29.8,644,29.8
E01000049,26,643,26
E01000051,32.4,725,32.4
E01033587,26.9,631,26.9
E01033588,25.1,618,25.1
E01000091,30.8,633,30.8
E01000093,38.3,642,38.3
E01000094,27.9,517,27.9
E01000096,22.8,639,22.8
E01000019,22.4,504,22.4
E01000020,29.4,650,29.4
E01000097,36,708,36
E01000098,23.5,625,23.5
E01000099,24.6,666,24.6
E01032580,22.1,471,22.1
E01000248,31.4,666,31.4
E01000249,21.5,572,21.5
E01000250,38.1,979,38.1
E01000254,29.3,622,29.3
E01000292,31,629,31
E01000293,22.3,642,22.3
E01000167,26.2,522,26.2
E01000246,33.2,654,33.2
E01000247,36.1,746,36.1
E01000251,44.9,947,44.9
E01000252,39.7,753,39.7
E01000166,32.3,648,32.3
E01000168,17.9,576,17.9
E01000169,35.1,670,35.1
E01000172,23.1,602,23.1
E01000285,31.8,610,31.8
E01000287,24.8,622,24.8
E01000288,24.3,568,24.3
E01000289,21.2,631,21.2
E01000291,26.1,602,26.1
E01000294,35,672,35
E01000267,22.8,567,22.8
E01000268,29.4,745,29.4
E01000269,18.9,535,18.9
E01000270,29.1,626,29.1
E01000170,30.6,656,30.6
E01000171,35.2,856,35.2
E01000173,19,617,19
E01000174,36.9,766,36.9
E01000175,24.6,618,24.6
E01000228,13.9,475,13.9
E01000253,19.8,597,19.8
E01000279,15.6,513,15.6
E01000280,16.7,497,16.7
E01000286,32.6,654,32.6
E01000290,34.1,674,34.1
E01000271,27.3,582,27.3
E01000272,17.7,468,17.7
E01000273,34.7,648,34.7
E01000281,29.6,480,29.6
E01000282,23.6,639,23.6
E01000115,14.4,485,14.4
E01000116,20.9,623,20.9
E01000119,20.3,607,20.3
E01000120,17.2,505,17.2
E01000122,23.6,522,23.6
E01000117,28.2,762,28.2
E01000118,23.3,709,23.3
E01000121,24.6,501,24.6
E01000123,31.4,685,31.4
E01000124,32.7,660,32.7
E01000265,29,791,29
E01000266,15.7,511,15.7
E01000274,25.3,699,25.3
E01000320,32.5,628,32.5
E01000322,34.8,774,34.8
E01000275,30,644,30
E01000277,44.1,777,44.1
E01000283,15.2,480,15.2
E01000284,37.4,780,37.4
E01000321,35.9,700,35.9
E01000195,32,697,32
E01000229,22.7,600,22.7
E01000230,22.9,650,22.9
E01000231,21.4,654,21.4
E01000232,27.8,706,27.8
E01000233,19.2,635,19.2
E01000186,12,501,12
E01000187,22.8,593,22.8
E01000188,13.6,516,13.6
E01000189,27.7,711,27.7
E01000190,21.4,546,21.4
E01000191,20.8,530,20.8
E01000158,29.8,564,29.8
E01000159,20.3,645,20.3
E01000160,34.6,923,34.6
E01000161,29.6,710,29.6
E01000162,25.7,552,25.7
E01000324,27.8,655,27.8
E01000256,20.9,656,20.9
E01000258,32.2,696,32.2
E01000263,12.2,499,12.2
E01000264,26.7,634,26.7
E01000255,23.3,527,23.3
E01000257,26.5,724,26.5
E01000261,35.9,646,35.9
E01000262,19.4,752,19.4
E01000192,26.9,683,26.9
E01000193,24.9,594,24.9
E01000194,24.3,610,24.3
E01000226,29.2,630,29.2
E01000227,17.1,603,17.1
E01000299,32.6,782,32.6
E01000300,32.2,667,32.2
E01000302,42.7,840,42.7
E01000317,32.3,657,32.3
E01000318,17.9,610,17.9
E01000323,38.3,865,38.3
E01000276,15.6,506,15.6
E01000278,13.5,498,13.5
E01000301,19.3,528,19.3
E01000303,18.9,540,18.9
E01000304,25,621,25
E01000130,21.8,570,21.8
E01000132,19,495,19
E01000133,23.5,565,23.5
E01000234,23.5,650,23.5
E01000235,19.8,582,19.8
E01000156,27,751,27
E01000157,36.9,689,36.9
E01000163,41.9,759,41.9
E01000164,27.8,648,27.8
E01000165,27.4,707,27.4
E01000315,23.5,614,23.5
E01000197,28.7,707,28.7
E01000295,29.9,686,29.9
E01000296,28.6,734,28.6
E01000298,28.4,733,28.4
E01000125,30.5,1015,30.5
E01000127,19.8,514,19.8
E01000128,19.2,624,19.2
E01000129,28.5,624,28.5
E01000131,24.3,634,24.3
E01000134,29.4,625,29.4
E01000198,27.2,685,27.2
E01000199,33.5,671,33.5
E01000204,29.3,687,29.3
E01000259,25.4,980,25.4
E01000260,25.4,761,25.4
E01000126,23.8,726,23.8
E01000151,32.3,617,32.3
E01000152,15.8,564,15.8
E01000153,33.1,620,33.1
E01000154,30.3,501,30.3
E01000176,38.8,698,38.8
E01000178,28.5,695,28.5
E01000184,27.4,503,27.4
E01000297,30,554,30
E01000316,22.2,874,22.2
E01000319,18.1,529,18.1
E01000196,38.6,896,38.6
E01000200,39.5,863,39.5
E01000201,20.3,517,20.3
E01000202,24.7,648,24.7
E01000203,27.7,613,27.7
E01000177,26.5,690,26.5
E01000179,37.5,763,37.5
E01000180,34.7,689,34.7
E01000181,24.2,669,24.2
E01000182,33.9,746,33.9
E01000185,35,606,35
E01000147,19.9,544,19.9
E01000148,34.1,725,34.1
E01000155,35.9,797,35.9
E01033572,21.5,571,21.5
E01033573,42.8,607,42.8
E01000239,37.1,877,37.1
E01000240,22.3,582,22.3
E01000241,32.3,696,32.3
E01000309,22.8,619,22.8
E01000237,24.5,740,24.5
E01000242,27,597,27
E01000243,35.1,791,35.1
E01000244,29.7,582,29.7
E01000245,33.4,811,33.4
E01000314,20.8,658,20.8
E01000183,32,584,32
E01000206,19.3,514,19.3
E01000207,24.5,608,24.5
E01000208,25.7,619,25.7
E01000210,26.2,600,26.2
E01000213,17.6,465,17.6
E01000236,27.7,674,27.7
E01000238,20.7,615,20.7
E01000310,18.7,701,18.7
E01000311,15.5,470,15.5
E01000205,28.8,619,28.8
E01000209,41.4,747,41.4
E01000211,36.1,861,36.1
E01000212,22.3,529,22.3
E01000216,26.6,684,26.6
E01000217,19.4,521,19.4
E01000150,23.9,744,23.9
E01000305,34.9,637,34.9
E01000306,19.5,558,19.5
E01000308,38.4,669,38.4
E01000312,36.3,710,36.3
E01000313,29.5,672,29.5
E01000145,20.5,444,20.5
E01000215,30.3,680,30.3
E01000218,25.7,573,25.7
E01000219,22,581,22
E01000220,32.5,593,32.5
E01000225,25,529,25
E01000135,23.7,541,23.7
E01000136,25.2,563,25.2
E01000144,32.6,607,32.6
E01000146,36.2,744,36.2
E01000214,31.5,717,31.5
E01000141,33.6,864,33.6
E01000221,32.8,485,32.8
E01000223,30.1,478,30.1
E01000307,21.9,530,21.9
E01000138,28.5,523,28.5
E01000142,32.9,950,32.9
E01000222,21.1,506,21.1
E01000224,22.3,524,22.3
E01000137,32.3,669,32.3
E01000139,27,560,27
E01000140,34.7,683,34.7
E01000143,32.5,538,32.5
E01000466,31.2,602,31.2
E01000467,26.1,591,26.1
E01000468,19.4,890,19.4
E01000469,29.1,645,29.1
E01000416,20.9,517,20.9
E01000418,28.4,754,28.4
E01000422,34.5,681,34.5
E01000464,32.6,546,32.6
E01000465,43.3,707,43.3
E01000470,34.7,590,34.7
E01000333,43.1,793,43.1
E01000335,23.4,638,23.4
E01000336,37.6,793,37.6
E01000337,26.5,663,26.5
E01000338,30.2,693,30.2
E01000403,40.6,990,40.6
E01000404,34.6,959,34.6
E01000405,27.4,522,27.4
E01000408,20.4,570,20.4
E01000332,26.5,611,26.5
E01000402,34.1,660,34.1
E01000406,24.4,594,24.4
E01000407,34,630,34
E01000334,27.3,640,27.3
E01000417,30.3,713,30.3
E01000419,25.8,594,25.8
E01000420,22.7,604,22.7
E01000442,25.1,626,25.1
E01000437,24.7,498,24.7
E01000438,21.4,599,21.4
E01000439,21.2,496,21.2
E01000440,18.6,517,18.6
E01000441,29.2,672,29.2
E01000373,36,688,36
E01000429,38.1,719,38.1
E01000430,23.6,678,23.6
E01000431,31,681,31
E01000432,27.2,640,27.2
E01000433,29.2,720,29.2
E01000434,27.5,596,27.5
E01000356,22.6,628,22.6
E01000357,13.9,488,13.9
E01000359,19.7,488,19.7
E01000421,26.2,603,26.2
E01000450,22.2,645,22.2
E01000451,19.5,621,19.5
E01000452,17.6,495,17.6
E01000367,28.9,605,28.9
E01000368,27.2,632,27.2
E01000372,23.4,593,23.4
E01000380,48.7,758,48.7
E01000435,31.5,597,31.5
E01000353,21,662,21
E01000354,29.2,623,29.2
E01000355,26.8,613,26.8
E01000358,24.7,659,24.7
E01000436,15.8,615,15.8
E01000401,30.1,637,30.1
E01000453,17.2,513,17.2
E01000454,28.7,628,28.7
E01000455,18.7,605,18.7
E01000456,14.2,487,14.2
E01000325,18,583,18
E01000326,23.9,544,23.9
E01000369,21.4,626,21.4
E01000370,25.3,649,25.3
E01000371,26,634,26
E01000360,30.2,662,30.2
E01000362,31.8,626,31.8
E01000365,32.7,700,32.7
E01000366,25.8,655,25.8
E01000394,31.4,624,31.4
E01000388,25,621,25
E01000392,32.7,695,32.7
E01000409,20.8,649,20.8
E01000411,23.4,551,23.4
E01000414,30.6,674,30.6
E01000415,16.2,512,16.2
E01000327,23.2,604,23.2
E01000328,25.8,596,25.8
E01000329,28,517,28
E01000330,45.9,772,45.9
E01000331,23.7,617,23.7
E01000340,26.7,619,26.7
E01000395,17.2,499,17.2
E01000396,19.9,507,19.9
E01000410,22.1,594,22.1
E01000412,23.1,632,23.1
E01000413,23,505,23
E01000374,23.2,534,23.2
E01000375,24.2,565,24.2
E01000376,25.4,606,25.4
E01000377,34.2,649,34.2
E01000378,41.1,968,41.1
E01000379,29.3,663,29.3
E01000348,14.5,523,14.5
E01000349,23.2,650,23.2
E01000361,26.2,602,26.2
E01000363,24.2,565,24.2
E01000389,30.1,714,30.1
E01000390,27.4,515,27.4
E01000393,27.3,640,27.3
E01000346,23.4,625,23.4
E01000347,30.4,618,30.4
E01000350,16.9,521,16.9
E01000352,32.2,676,32.2
E01000391,21.9,644,21.9
E01000341,26.9,610,26.9
E01000342,24.5,644,24.5
E01000343,18,550,18
E01000345,17.7,487,17.7
E01000460,16.5,498,16.5
E01000364,28,651,28
E01000444,19.5,626,19.5
E01000447,38.1,713,38.1
E01000448,15.9,504,15.9
E01000449,32.4,648,32.4
E01000351,20.8,616,20.8
E01000443,27.8,510,27.8
E01000445,26.5,687,26.5
E01000446,20.1,602,20.1
E01000461,13.4,569,13.4
E01000339,24.1,602,24.1
E01000344,26.2,646,26.2
E01000423,19.9,609,19.9
E01000425,16.8,590,16.8
E01000463,15.9,452,15.9
E01000424,36.9,765,36.9
E01000426,30.2,712,30.2
E01000427,40.3,922,40.3
E01000457,42.1,825,42.1
E01000462,40.5,738,40.5
E01000382,21.8,587,21.8
E01000384,36.2,780,36.2
E01000387,24.1,618,24.1
E01000428,52.9,882,52.9
E01000458,33.1,631,33.1
E01000459,43,781,43
E01000381,31.4,660,31.4
E01000383,27.8,633,27.8
E01000385,28.2,770,28.2
E01000386,41,659,41
E01000398,23.2,611,23.2
E01000399,27.5,619,27.5
E01000400,24.7,590,24.7
E01032566,34.5,747,34.5
E01000587,12.2,458,12.2
E01000589,16.6,592,16.6
E01000590,26.5,626,26.5
E01000592,22.1,525,22.1
E01000593,16.2,680,16.2
E01000594,20.9,527,20.9
E01000513,14.4,471,14.4
E01000514,21.8,495,21.8
E01000516,18,517,18
E01000520,27.3,586,27.3
E01000588,17.6,669,17.6
E01000515,30.7,628,30.7
E01000517,16.7,491,16.7
E01000543,17.2,500,17.2
E01000591,20.5,650,20.5
E01033463,15.1,848,15.1
E01000536,21.5,522,21.5
E01000538,13.8,478,13.8
E01000539,24.8,548,24.8
E01000540,14.4,471,14.4
E01000541,24.4,499,24.4
E01000518,21.4,557,21.4
E01000519,25,629,25
E01000623,16.6,541,16.6
E01000624,25.3,594,25.3
E01000629,19.7,605,19.7
E01000480,17,535,17
E01000484,26.2,423,26.2
E01000485,28.5,488,28.5
E01000486,18.6,532,18.6
E01000487,30.3,674,30.3
E01000572,18.2,462,18.2
E01000573,18.8,474,18.8
E01000574,18.5,428,18.5
E01000575,22.6,625,22.6
E01000577,20.3,793,20.3
E01000562,15.6,480,15.6
E01000563,14.1,474,14.1
E01000566,16.4,475,16.4
E01000568,55.8,787,55.8
E01000569,10.6,480,10.6
E01000479,20,510,20
E01000481,30.3,610,30.3
E01000482,29.2,992,29.2
E01000483,29.7,643,29.7
E01000625,31.1,557,31.1
E01000498,16.8,457,16.8
E01000622,33.8,636,33.8
E01000626,32.7,590,32.7
E01033464,17.1,813,17.1
E01000497,24.9,586,24.9
E01000499,13.8,500,13.8
E01000501,31.3,734,31.3
E01000502,25.4,453,25.4
E01000503,27.2,721,27.2
E01000570,20.1,513,20.1
E01000571,14.5,477,14.5
E01000576,22.7,534,22.7
E01000578,33.8,689,33.8
E01000564,17.8,460,17.8
E01000565,25.6,497,25.6
E01000607,21.1,667,21.1
E01000608,22.3,734,22.3
E01000613,29.4,639,29.4
E01000506,33.3,657,33.3
E01000509,20.2,430,20.2
E01000510,19.7,533,19.7
E01000511,23.8,543,23.8
E01000627,27.1,653,27.1
E01000628,29.4,633,29.4
E01000553,24.1,696,24.1
E01000554,25.2,683,25.2
E01000555,24.2,512,24.2
E01000556,39,800,39
E01000557,32.1,751,32.1
E01000558,38.9,665,38.9
E01000567,25.7,486,25.7
E01000606,27.2,567,27.2
E01000609,17.7,640,17.7
E01000611,24.4,454,24.4
E01000615,19,563,19
E01000617,22.3,528,22.3
E01000618,21.4,500,21.4
E01000619,12.3,473,12.3
E01033424,41.1,638,41.1
E01033457,21.4,562,21.4
E01000504,32.8,676,32.8
E01000505,23.6,525,23.6
E01000507,15.9,508,15.9
E01000512,25.7,610,25.7
E01000559,36,650,36
E01000610,25.6,621,25.6
E01000612,21.7,521,21.7
E01000631,14.9,522,14.9
E01000633,16.8,554,16.8
E01000634,17.7,696,17.7
E01000616,24.9,586,24.9
E01000620,18,500,18
E01000621,17.1,514,17.1
E01000635,22.5,774,22.5
E01000636,17,518,17
E01000596,33.3,640,33.3
E01000601,22,477,22
E01000602,27.9,512,27.9
E01000603,28.1,576,28.1
E01000604,22.3,548,22.3
E01000605,23.7,553,23.7
E01000488,23.5,533,23.5
E01000637,31.4,636,31.4
E01000639,31.8,716,31.8
E01000642,37.4,915,37.4
E01000644,28.6,728,28.6
E01000490,40.2,787,40.2
E01000494,38.8,724,38.8
E01000495,53.5,850,53.5
E01000560,35.5,727,35.5
E01000561,38.9,823,38.9
E01000638,30.6,715,30.6
E01000640,31.2,802,31.2
E01000641,28.4,715,28.4
E01000643,36.4,840,36.4
E01000508,31.7,716,31.7
E01000521,38.8,905,38.8
E01000522,25.9,710,25.9
E01000526,32,813,32
E01000527,32.5,813,32.5
E01000528,40.7,600,40.7
E01000471,14.1,469,14.1
E01000474,13,501,13
E01000476,12.3,455,12.3
E01000477,26.1,656,26.1
E01000630,28.5,768,28.5
E01000595,30.4,582,30.4
E01000599,29.9,489,29.9
E01000600,36.5,783,36.5
E01033456,31,743,31
E01000545,39.5,856,39.5
E01000546,37.7,756,37.7
E01000547,35.3,768,35.3
E01000548,43.6,1014,43.6
E01000549,34.5,883,34.5
E01000472,28.5,512,28.5
E01000473,18.8,520,18.8
E01000475,17.1,596,17.1
E01000478,14.3,447,14.3
E01000632,13.3,548,13.3
E01000489,30.4,593,30.4
E01000491,36.8,806,36.8
E01000492,24.8,467,24.8
E01000493,22.3,578,22.3
E01000581,27.2,603,27.2
E01000523,31.5,993,31.5
E01000524,37.8,1035,37.8
E01000525,35.2,785,35.2
E01000533,37.3,952,37.3
E01000535,29.3,829,29.3
E01033455,40.5,501,40.5
E01033485,36.5,789,36.5
E01000579,29.9,683,29.9
E01000580,32.8,821,32.8
E01000582,27.5,720,27.5
E01000583,35.9,1017,35.9
E01000586,34.6,1093,34.6
E01000530,25.9,700,25.9
E01000531,35.6,908,35.6
E01000532,41.5,733,41.5
E01000534,28.7,651,28.7
E01000584,24.1,619,24.1
E01000585,27.9,718,27.9
E01000544,39.8,742,39.8
E01000550,40.1,906,40.1
E01000551,41.9,940,41.9
E01000552,44,793,44
E01000779,34.3,551,34.3
E01000780,29.9,628,29.9
E01000781,30.9,614,30.9
E01000782,40.5,647,40.5
E01000783,30,626,30
E01000785,35.5,609,35.5
E01000689,37.9,612,37.9
E01000690,21.9,534,21.9
E01000691,33.8,619,33.8
E01000692,27.9,659,27.9
E01000784,22.3,582,22.3
E01000799,35.3,719,35.3
E01000802,36.9,750,36.9
E01000803,37.4,730,37.4
E01000804,23.4,548,23.4
E01000805,39.1,717,39.1
E01000740,48.7,871,48.7
E01000741,50.7,842,50.7
E01000742,48.4,1044,48.4
E01000745,43,883,43
E01000746,44.7,949,44.7
E01000709,58.8,787,58.8
E01000710,45.4,862,45.4
E01000711,52.5,1012,52.5
E01000714,47.4,1036,47.4
E01000718,39.8,971,39.8
E01000645,18.7,536,18.7
E01000649,27.4,774,27.4
E01000694,21.7,635,21.7
E01000695,25.1,614,25.1
E01000696,30.8,637,30.8
E01000697,37.6,765,37.6
E01000674,47,802,47
E01000676,42.4,866,42.4
E01000820,40.7,643,40.7
E01000822,36.7,727,36.7
E01000823,34.4,747,34.4
E01000824,32.3,514,32.3
E01000825,44.6,807,44.6
E01000743,44.9,841,44.9
E01000744,43.4,682,43.4
E01000796,28.8,638,28.8
E01000798,45.3,693,45.3
E01000800,45.6,780,45.6
E01000806,39.2,768,39.2
E01000693,34.9,570,34.9
E01000698,16.2,439,16.2
E01000736,29,618,29
E01000737,35,580,35
E01000672,32,650,32
E01000673,27.6,630,27.6
E01000716,39.9,702,39.9
E01000717,48,889,48
E01000828,39.8,766,39.8
E01000712,42.9,862,42.9
E01000713,43.3,885,43.3
E01000715,46.1,885,46.1
E01000770,39.8,691,39.8
E01000772,39.9,734,39.9
E01000700,31.2,666,31.2
E01000702,31.6,572,31.6
E01000703,34.1,694,34.1
E01000706,37.9,591,37.9
E01000797,33.7,679,33.7
E01000729,43.8,824,43.8
E01000730,26.3,649,26.3
E01000735,28.8,562,28.8
E01000738,28.8,632,28.8
E01000739,36.4,634,36.4
E01000699,39.2,648,39.2
E01000701,35.7,599,35.7
E01000704,32.4,593,32.4
E01000705,36.5,565,36.5
E01000801,40.5,650,40.5
E01000646,37.8,728,37.8
E01000647,22.4,635,22.4
E01000648,23.1,646,23.1
E01000653,27,608,27
E01000678,26.1,666,26.1
E01000670,34.8,864,34.8
E01000675,31.6,690,31.6
E01000677,32.9,800,32.9
E01000762,36.5,743,36.5
E01000829,30.9,734,30.9
E01000719,34.5,853,34.5
E01000720,31.4,668,31.4
E01000721,31.5,524,31.5
E01000724,27.7,674,27.7
E01000728,32.7,657,32.7
E01000651,35,631,35
E01000668,31.5,691,31.5
E01000669,33.9,740,33.9
E01000671,38.4,784,38.4
E01000679,25.1,662,25.1
E01000826,15.8,563,15.8
E01000827,37.1,790,37.1
E01000830,14,544,14
E01000831,42.3,789,42.3
E01000833,14.9,497,14.9
E01000650,27.1,750,27.1
E01000652,24,659,24
E01000807,19.3,595,19.3
E01000809,27.2,629,27.2
E01000722,29.5,704,29.5
E01000725,40.5,775,40.5
E01000731,23.9,532,23.9
E01000732,25,587,25
E01000733,27.2,651,27.2
E01000769,18.9,454,18.9
E01000773,26.9,605,26.9
E01000775,23.9,867,23.9
E01000777,17.9,565,17.9
E01000778,27.5,618,27.5
E01000808,20.2,625,20.2
E01000810,18.7,599,18.7
E01000811,28.5,571,28.5
E01000813,22.3,637,22.3
E01000815,14.1,562,14.1
E01000661,30,671,30
E01000662,27.2,680,27.2
E01000663,29.8,660,29.8
E01000664,24.7,612,24.7
E01000763,18.2,523,18.2
E01000764,26.7,633,26.7
E01000766,20.3,645,20.3
E01000767,18.1,598,18.1
E01000834,14.8,461,14.8
E01000727,33,687,33
E01000734,18.7,507,18.7
E01000790,34.1,872,34.1
E01000812,31.8,663,31.8
E01000814,15.1,564,15.1
E01000723,27.3,561,27.3
E01000726,34.6,590,34.6
E01000787,39.7,667,39.7
E01000788,27,618,27
E01000791,28.8,621,28.8
E01000832,26.6,572,26.6
E01000835,29.6,648,29.6
E01000836,16.6,500,16.6
E01000837,34.6,647,34.6
E01000838,23,548,23
E01000839,15.6,550,15.6
E01000840,29.8,685,29.8
E01000841,23.1,606,23.1
E01000753,25.6,750,25.6
E01000754,35.1,743,35.1
E01000755,28.3,615,28.3
E01000757,20,601,20
E01000758,23.2,591,23.2
E01000786,25.5,627,25.5
E01000789,25.6,657,25.6
E01000792,27.7,483,27.7
E01000793,21,643,21
E01000795,22.7,542,22.7
E01000665,27.1,757,27.1
E01000666,25.9,776,25.9
E01000667,19.9,622,19.9
E01000756,22.2,594,22.2
E01000759,17.1,549,17.1
E01000760,25.5,550,25.5
E01000761,19.1,577,19.1
E01000765,27.7,679,27.7
E01000768,26.1,613,26.1
E01000681,22.6,654,22.6
E01000682,30.4,642,30.4
E01000683,36.2,705,36.2
E01000684,18.2,757,18.2
E01000794,19.6,611,19.6
E01000749,21.8,639,21.8
E01000750,36.1,665,36.1
E01000751,29.2,807,29.2
E01000752,38.7,778,38.7
E01000680,20.7,646,20.7
E01000685,26.2,618,26.2
E01000686,30.1,648,30.1
E01000687,23.9,656,23.9
E01000688,15.9,504,15.9
E01000654,18.3,486,18.3
E01000655,18.4,494,18.4
E01000656,17.4,517,17.4
E01000657,28.3,674,28.3
E01000659,17.1,520,17.1
E01000816,23.6,592,23.6
E01000818,20.4,568,20.4
E01000819,35.1,740,35.1
E01032562,31.6,623,31.6
E01032563,27.3,568,27.3
E01000707,21.5,536,21.5
E01000708,30.9,650,30.9
E01000771,20.3,620,20.3
E01000774,24.3,581,24.3
E01032568,35.4,647,35.4
E01000658,21.5,550,21.5
E01000747,25.4,773,25.4
E01000748,26,670,26
E01032570,29.1,669,29.1
E01001137,44.3,875,44.3
E01001138,41.2,774,41.2
E01001156,39.9,721,39.9
E01001162,34.2,767,34.2
E01001164,42,962,42
E01001084,23,665,23
E01001157,23.1,615,23.1
E01001159,29.8,741,29.8
E01001160,19.5,627,19.5
E01001163,30.7,798,30.7
E01001083,18.7,536,18.7
E01001086,20.4,603,20.4
E01001087,33.6,848,33.6
E01001161,18.7,566,18.7
E01001085,33.3,612,33.3
E01001088,18.4,592,18.4
E01001089,31.2,715,31.2
E01001090,29.3,922,29.3
E01001091,23.1,562,23.1
E01001147,29.5,620,29.5
E01001148,34.9,673,34.9
E01001151,40.1,671,40.1
E01001152,35.9,674,35.9
E01001158,35.9,700,35.9
E01001146,25,607,25
E01001149,28.1,619,28.1
E01001150,25.5,620,25.5
E01001153,27.9,591,27.9
E01001154,27.1,735,27.1
E01001136,48,927,48
E01001139,35,694,35
E01001140,41,773,41
E01001142,28.7,620,28.7
E01001144,46,797,46
E01001141,40,568,40
E01001143,38,848,38
E01001145,45.3,848,45.3
E01001191,42.2,823,42.2
E01001192,37,727,37
E01000994,22,536,22
E01000995,28,597,28
E01000996,24.6,443,24.6
E01000997,25.9,471,25.9
E01000999,21.1,436,21.1
E01001002,29.7,498,29.7
E01000998,34,629,34
E01001000,27.3,454,27.3
E01001003,34.7,608,34.7
E01001111,26.2,610,26.2
E01001155,46.6,761,46.6
E01001174,20.8,523,20.8
E01001175,26.6,527,26.6
E01001176,21.2,628,21.2
E01001182,24.2,462,24.2
E01001183,23.3,550,23.3
E01001184,21.1,456,21.1
E01001001,36.5,493,36.5
E01001109,38.9,845,38.9
E01001112,39.4,763,39.4
E01001113,36.5,795,36.5
E01001114,27.9,585,27.9
E01001116,26.3,528,26.3
E01000992,29.2,723,29.2
E01001185,35.8,717,35.8
E01001186,43.2,841,43.2
E01001188,30.4,728,30.4
E01001193,16.8,583,16.8
E01001004,24.8,787,24.8
E01001115,29.4,657,29.4
E01001117,35.8,1113,35.8
E01001178,31.1,505,31.1
E01001181,32.1,759,32.1
E01001006,29.4,616,29.4
E01001007,18.3,605,18.3
E01001177,23.2,551,23.2
E01001179,22.7,538,22.7
E01001180,20.5,609,20.5
E01000980,29.7,566,29.7
E01000981,26,647,26
E01000982,30,684,30
E01000983,25.6,665,25.6
E01001187,33.6,809,33.6
E01000989,21,628,21
E01000991,23.6,662,23.6
E01001131,34.2,685,34.2
E01001132,26.7,607,26.7
E01001134,31.9,697,31.9
E01001005,18.3,536,18.3
E01001008,19.9,538,19.9
E01001009,21.8,609,21.8
E01001010,21.9,539,21.9
E01001011,33.2,755,33.2
E01001012,35.8,746,35.8
E01001013,39.5,899,39.5
E01001048,39,949,39
E01001110,36.8,771,36.8
E01001118,32.6,795,32.6
E01000985,17.9,515,17.9
E01000986,27.5,677,27.5
E01000987,18.3,513,18.3
E01000993,23.5,616,23.5
E01000975,33,710,33
E01000976,35.2,824,35.2
E01000977,51.7,918,51.7
E01000978,47.4,927,47.4
E01000979,38.6,790,38.6
E01000984,42.3,822,42.3
E01001044,37,871,37
E01001046,42.9,850,42.9
E01001049,19.8,505,19.8
E01001050,45.1,802,45.1
E01001014,31.5,1186,31.5
E01001042,37.3,836,37.3
E01001165,30.8,676,30.8
E01001166,37.5,835,37.5
E01001168,32.7,740,32.7
E01001127,17.4,574,17.4
E01001128,18.9,566,18.9
E01001130,14.2,598,14.2
E01001135,23.9,631,23.9
E01001062,19.8,571,19.8
