LSOAs,Median_houseP
E01002196,393
E01002126,227.5
E01002127,300
E01002129,255.05
E01002131,340
E01002237,246
E01002238,316.4
E01002240,321
E01002242,364.75
E01002208,445
E01002209,410
E01002239,321.5
E01002241,285
E01002133,249
E01002136,305
E01002138,257.5
E01002213,202.5
E01002211,231
E01002212,192
E01002216,292.225
E01002217,222.75
E01002132,325
E01002134,312.5
E01002135,282.5
E01002137,336.5
E01002218,195
E01002219,222
E01002221,290
E01002222,308
E01002214,285
E01002215,240.25
E01002220,299.5
E01002223,250
E01002224,269
E01002204,264
E01002206,275
E01002207,295
E01002210,296
E01032576,318
E01002170,303.5
E01002171,327.25
E01002172,270
E01002173,355
E01002174,355
E01002175,285.5
E01002176,408
E01002177,310
E01002178,280
E01002276,260
E01002278,167.5
E01002312,188
E01002313,175
E01002277,168
E01002279,169.995
E01002281,137
E01002283,172
E01002299,179.75
E01002301,227.25
E01002303,172.5
E01002304,295
E01002306,145.5
E01002307,197.5
E01002280,138
E01002282,161
E01002284,157
E01002297,125
E01002314,152.5
E01002316,150
E01002302,235
E01002305,197
E01002308,223
E01002326,195
E01002331,196
E01002309,170.25
E01002310,158.5
E01002311,178
E01002315,172
E01002293,217.498
E01002294,246.5
E01002296,247.5
E01002298,211.5
E01002300,218.5
E01002333,275
E01002334,298.5
E01002336,230
E01002339,355
E01002341,250
E01002327,193.5
E01002328,210
E01002332,200
E01002335,210
E01002338,227.5
E01002340,239.998
E01002268,275
E01002269,249.998
E01002295,216
E01002377,223.75
E01002378,246.5
E01002383,245
E01002244,205
E01002245,182.5
E01002325,196.95
E01002329,215
E01002330,199
E01002337,510
E01002354,295
E01002376,380
E01002379,344.5
E01002380,168
E01002381,320
E01002243,199
E01002353,172
E01002356,150
E01032741,128
E01032742,169.25
E01002272,249.999
E01002274,274.5
E01002317,416.5
E01002318,289.75
E01002355,289.5
E01002382,244
E01002270,803.5
E01002271,560
E01002273,450
E01002275,403.5
E01002319,237
E01002350,185
E01002351,210
E01002352,193.5
E01002358,207.25
E01002246,210
E01002247,190.5
E01002248,171.5
E01002249,215
E01002250,211.275
E01002251,211
E01002252,210
E01002256,260
E01002258,178.75
E01002259,241
E01002391,285
E01002253,340
E01002254,355
E01002257,372.5
E01002384,328
E01002359,200
E01002360,170
E01002361,180
E01002363,308.5
E01002367,264.5
E01002320,240
E01002321,245
E01002322,213
E01002323,232
E01002324,217.75
E01002255,225
E01002289,265
E01002292,247.498
E01002362,285
E01002386,226.25
E01002287,222.5
E01002291,255
E01002364,278
E01002365,200
E01002366,200
E01002385,345
E01002387,440
E01002388,425
E01002389,425
E01002390,437.5
E01002265,195.5
E01002285,250
E01002286,250
E01002288,250
E01002290,250
E01002260,225
E01002261,205
E01002262,200
E01002263,245
E01002264,155
E01002266,209.25
E01002267,198.748
E01002372,204.5
E01002373,195.5
E01002374,203.75
E01002368,176.5
E01002369,203
E01002370,185
E01002371,185
E01002375,181.5
E01002343,225
E01002344,219.498
E01002348,215.5
E01002349,240
E01002342,175
E01002345,170.3
E01002346,169.25
E01002347,207.5
E01002473,885
E01002475,409.2
E01002476,625
E01002477,338.5
E01002482,521.25
E01002472,248.5
E01002474,250
E01002478,315
E01002483,355
E01002484,280
E01002485,246
E01002438,382.5
E01002439,250
E01002440,227
E01002441,218.75
E01002442,210
E01002433,249.999
E01002436,300.5
E01002479,308.5
E01002480,365
E01002481,278
E01002533,260
E01002534,440
E01002538,240.5
E01002539,430
E01002418,316
E01002419,333.475
E01002431,442.475
E01002432,407.475
E01002437,500
E01002430,600
E01002434,535
E01002435,550.5
E01002470,300
E01002535,280.5
E01002416,312
E01002417,370
E01002420,308.75
E01002421,332
E01002471,270
E01002465,208
E01002467,328.75
E01002494,250
E01002536,230
E01002537,500
E01002415,275
E01002466,275
E01002468,273.475
E01002469,319
E01002495,250
E01002458,485
E01002459,460
E01002460,380.5
E01002462,375
E01002464,334
E01002461,325
E01002463,457.5
E01002512,317.5
E01002513,411.5
E01002516,367
E01002450,249.975
E01002451,302
E01002452,287
E01002453,238
E01002454,230
E01002414,232.5
E01002514,222.95
E01002515,201
E01033725,230
E01002520,215
E01002521,175
E01002523,247
E01033724,232.5
E01002410,265
E01002412,250
E01002456,229.25
E01002509,417.5
E01002511,260
E01002422,248.475
E01002423,265.5
E01002424,214.75
E01002425,164.5
E01002427,242.5
E01002428,248
E01002408,165
E01002409,245
E01002429,216
E01002455,250
E01002457,260
E01002392,200
E01002393,210
E01002540,165
E01002542,220
E01002543,225
E01002394,246.25
E01002395,242
E01002397,224
E01002398,250
E01002399,230
E01002426,206.25
E01002411,230
E01002413,226
E01002518,217.5
E01002519,157
E01002550,136.5
E01002554,194.475
E01002541,211
E01002544,236.5
E01002545,231
E01002546,236.5
E01002547,245
E01002400,248
E01002401,201.5
E01002402,206.5
E01002403,218.5
E01002404,159.5
E01002548,225
E01002549,250
E01002551,249.95
E01002552,249
E01002553,226
E01002396,250
E01002501,295
E01002502,239
E01002505,150
E01002508,235.25
E01002405,210
E01002406,250
E01002503,230.5
E01002504,284.995
E01002506,155
E01002507,262
E01002486,227.5
E01002487,247.5
E01002526,223
E01002528,210
E01002532,179.777
E01002445,225
E01002525,240
E01002529,226
E01002530,212.5
E01002531,280
E01002407,160
E01002488,252.5
E01002489,245
E01002490,245
E01002492,244.975
E01002444,250
E01002446,248.14
E01002447,289.23
E01002527,225.5
E01002443,205.5
E01002448,199.95
E01002449,170
E01002491,230
E01002493,190
E01002496,240
E01002497,250
E01002498,310
E01002499,216
E01032577,280.625
E01002569,585
E01002570,873
E01002573,1145
E01002574,538.613
E01002575,695
E01002562,425
E01002564,301.25
E01002566,342.5
E01002568,235
E01033081,270
E01033082,249.999
E01002620,167.5
E01002625,343.75
E01002626,355
E01002627,186.5
E01002631,192.5
E01002633,226.5
E01002634,232.5
E01002637,170
E01002638,246.75
E01002563,448.75
E01002565,288
E01002567,250
E01002684,317.5
E01002686,262.5
E01002571,650
E01002572,352
E01002577,512.5
E01002578,872.5
E01002689,663.75
E01002690,512.5
E01002576,496.5
E01002579,362.5
E01002580,485.5
E01002581,322.5
E01002582,701.5
E01002675,453
E01002678,350
E01002679,345.25
E01002680,274.95
E01002619,286
E01002622,287
E01002632,293.5
E01002635,178.5
E01002636,291
E01002618,310
E01002621,243
E01002623,285
E01002628,230
E01002629,225
E01002630,265
E01002639,335.995
E01002640,250
E01002674,250
E01002676,424.5
E01002583,247.5
E01002584,244
E01002585,250
E01002586,255
E01002589,172.5
E01002668,220.75
E01002669,237.5
E01002681,246.25
E01002682,250
E01002683,312.5
E01002642,207
E01002643,259
E01002645,245
E01002658,290
E01002677,256.75
E01002587,210
E01002588,230
E01002660,305
E01002661,300
E01002665,125
E01002624,177.5
E01002646,249.995
E01002662,285
E01002663,205
E01002664,235
E01002641,272.5
E01002648,205
E01002649,230
E01002657,294.95
E01033083,226.225
E01033084,225
E01002653,273
E01002654,242.5
E01002655,265
E01002656,279.375
E01002659,291.5
E01002667,413.5
E01002670,277.5
E01002671,370
E01002672,195
E01002673,192
E01002647,227.5
E01002650,200
E01002651,244
E01002652,301.25
E01002666,250
E01002555,212.5
E01002556,198.5
E01002590,227
E01002592,166
E01002595,209
E01002557,220
E01002558,170
E01002559,220
E01002560,229
E01002561,125
E01002591,227.75
E01002593,212.475
E01002594,240
E01002611,226
E01002612,221
E01002613,246
E01002598,232
E01002599,203.75
E01002600,222.25
E01002603,209
E01033000,174
E01033030,168
E01002604,189
E01002605,163
E01002606,157.5
E01002607,197
E01002615,220
E01002596,136
E01002601,203
E01002602,226.248
E01002614,199.5
E01002616,242.5
E01002608,238.75
E01002609,229
E01002610,244.5
E01002617,195
E01002687,320
E01002691,455
E01002692,380
E01002693,341.5
E01032573,315.5
E01003006,500
E01003007,447.5
E01003008,425
E01003009,319.95
E01003010,660
E01002952,1350
E01002953,999.999
E01002955,522
E01002956,669.25
E01002959,679
E01002935,281.25
E01002938,427
E01002951,470
E01002954,219
E01002957,205
E01002933,500
E01002934,560
E01002937,450
E01003011,460
E01033568,282.725
E01033569,288.5
E01002964,250
E01002969,125
E01002971,320
E01002972,249.725
E01002974,402.475
E01002932,245
E01002960,435
E01002962,259.975
E01002970,265
E01002973,257
E01002929,600
E01002930,232.5
E01002931,400
E01002963,237.5
E01002985,306.25
E01002927,280
E01002928,236.25
E01002958,340
E01002961,460
E01002986,343.5
E01002965,255
E01002967,298.75
E01002968,368.95
E01002990,264
E01002991,270
E01002922,275
E01002926,439.95
E01002966,344.975
E01002992,337.5
E01002921,249.975
E01002987,221
E01002988,353.5
E01002989,338
E01002975,375
E01002977,317.5
E01002980,378.25
E01002981,367.5
E01002984,286
E01002923,227.5
E01002925,290
E01002993,249.95
E01002995,365
E01002999,227
E01002915,330
E01002916,414.5
E01002917,390
E01002920,383
E01002924,522.5
E01002976,275
E01002978,415
E01002979,367.5
E01002982,415
E01002983,367.5
E01002994,249.975
E01002996,393.75
E01002997,350
E01002998,250
E01003002,238.975
E01002918,243
E01002919,246
E01003000,262.5
E01003001,278.5
E01003003,320
E01002939,237.5
E01002941,250
E01002942,265
E01003004,280
E01003005,250
E01002944,239.975
E01002945,230
E01002946,236.5
E01002947,275
E01002940,230
E01002943,250
E01002948,270
E01002949,282.5
E01002950,231.475
E01003472,628.75
E01003473,585
E01003474,1210
E01003475,250
E01003478,570.75
E01003460,1025.001
E01003462,800
E01003464,1155
E01003465,1925.5
E01003400,400
E01003454,384.975
E01003456,371
E01003476,745.5
E01003477,525
E01003401,359.75
E01003402,565
E01003403,494.45
E01003404,360
E01003461,847.5
E01003367,239.5
E01003369,233
E01003370,239.5
E01003371,293.5
E01003455,245
E01003359,322.5
E01003360,450
E01003457,640
E01003458,380
E01003459,283
E01003394,240
E01003395,250
E01003396,312.5
E01003397,239
E01003398,297.5
E01003368,245
E01003372,245
E01003393,209.5
E01003406,245
E01003407,154.5
E01003355,363
E01003356,500
E01003358,411.1
E01003383,404.75
E01003384,657.5
E01003442,564.75
E01003443,591
E01003444,390
E01003445,487.5
E01003463,937.5
E01003380,354
E01003382,380
E01003385,479.975
E01003399,322.5
E01003423,336.25
E01003357,207.5
E01003376,230
E01003377,127.5
E01003408,212.5
E01003410,172.5
E01003386,232.5
E01003388,217.5
E01003389,212.5
E01003392,212.5
E01003409,243
E01003387,180.975
E01003391,180
E01003411,220
E01003412,184
E01003435,235
E01003361,340
E01003424,528
E01003425,485
E01003426,365.86
E01003428,365
E01003366,337.5
E01003381,373.5
E01003446,249.95
E01003447,210
E01003471,380
E01003413,199
E01003414,245
E01003415,230
E01003416,231.25
E01003434,228
E01003373,175
E01003378,210
E01003379,150
E01003390,125
E01003405,213.475
E01003429,235
E01003430,170
E01003431,182
E01003432,247.475
E01003433,167.5
E01003466,347.5
E01003467,265
E01003468,328.5
E01003469,246.875
E01003470,310
E01003362,332.5
E01003363,332.5
E01003364,297
E01003365,343.5
E01003421,195
E01003374,195
E01003375,184.6
E01003437,243.5
E01003440,203
E01003441,171.25
E01003427,195
E01003436,207.5
E01003439,230
E01003448,209
E01003453,235
E01003438,212
E01003449,237.75
E01003450,218.75
E01003451,272.5
E01003452,185
E01003417,265
E01003418,280
E01003419,250
E01003420,236
E01003422,275
E01003744,425
E01003745,740
E01003746,335
E01003747,685
E01003748,500
E01003749,311
E01003750,300
E01003720,204.5
E01003722,200
E01003723,217.5
E01003726,213.5
E01003721,217
E01003724,269
E01003725,217.5
E01003727,200
E01003654,282.5
E01003655,310
E01003658,260
E01003660,300
E01003656,265.25
E01003657,250
E01003659,250
E01003698,285
E01003699,206
E01003700,268
E01003701,250
E01003702,175
E01003703,367.5
E01003704,237
E01003668,250
E01003669,391
E01003670,410
E01003671,449.995
E01003672,252.5
E01003673,307
E01003674,249.995
E01003707,280
E01003708,180
E01003709,265
E01003710,300
E01003759,422.5
E01003760,182.5
E01003761,135.5
E01003762,283.5
E01003763,285
E01003764,337.875
E01003765,315
E01003705,250
E01003706,202.498
E01003711,283.5
E01003712,350
E01003646,265
E01003648,250
E01003649,398
E01003651,302.275
E01003639,239
E01003640,243
E01003641,271
E01003642,249.999
E01003774,259
E01003775,472.5
E01003776,214
E01003777,276
E01003778,248
E01003779,302
E01003780,603.5
E01003647,317.125
E01003650,237.5
E01003652,278
E01003653,212.5
E01003638,306
E01003643,285
E01003644,283
E01003645,224
E01003789,469
E01003794,390
E01003795,480
E01003796,390
E01003661,233
E01003662,142
E01003663,233.5
E01003664,246
E01003665,235
E01003666,136
E01033590,145
E01033592,249
E01003751,273
E01003753,202.5
E01003754,250
E01003757,191
E01003769,245
E01003770,285
E01003771,235
E01003773,265.5
E01003752,304.998
E01003755,268
E01003756,250
E01003758,148.75
E01003766,244
E01003767,246
E01003768,179.75
E01003772,249.995
E01003781,181.25
E01003782,240
E01003786,305
E01003787,271
E01003790,395
E01003791,440
E01003792,451
E01003793,210
E01003783,145
E01003784,250
E01003785,175
E01003788,181
E01003683,225
E01003684,225
E01003685,215
E01003686,250
E01003688,295
E01003689,58
E01033589,153.5
E01033591,201
E01003737,310
E01003738,276
E01003739,250
E01003740,269
E01003741,275
E01003742,242
E01003743,230
E01003728,193.25
E01003729,240
E01003730,249.995
E01003732,143
E01003733,202.5
E01003731,243.043
E01003734,247.5
E01003735,159.5
E01003736,217.5
E01003713,270
E01003714,222
E01003715,250
E01003716,320
E01003718,222.5
E01003719,250
E01032581,172.498
E01003690,214.5
E01003691,331
E01003692,323.5
E01003693,374.995
E01003694,325
E01003695,175
E01003696,303.75
E01003697,360
E01003675,309
E01003676,345
E01003677,325
E01003678,350
E01003679,333.25
E01003680,320
E01003681,275
E01003682,323
E01003797,1527.5
E01003798,469.999
E01003799,1310
E01003800,472.5
E01003801,740
E01003802,715
E01003803,430
E01003846,906.25
E01003847,378.75
E01003849,587.5
E01003851,817
E01003860,620
E01003864,396.5
E01003852,380
E01003853,990
E01003854,499.95
E01003855,418
E01003856,407.5
E01003857,585
E01003858,745
E01003848,390
E01003861,477.475
E01003862,422.5
E01003863,555
E01003865,483.75
E01033570,460
E01033571,620
E01003804,499.999
E01003807,402.5
E01003808,540
E01003809,1100
E01003859,730
E01003873,367.001
E01003874,491.875
E01003875,485
E01003878,680
E01003866,613.75
E01003868,385
E01003871,522.5
E01003872,321
E01003821,475
E01003876,674.5
E01003877,566.5
E01003879,679
E01003892,500
E01003893,413.75
E01003894,660
E01003895,492.5
E01003905,323.5
E01003906,260
E01003907,292.5
E01003908,325
E01003909,380
E01003867,460
E01003869,352.5
E01003870,525
E01003910,345
E01003805,975
E01003806,1260.5
E01003816,965
E01003817,272
E01003840,265
E01003841,190
E01003842,274.95
E01003843,300
E01003844,445
E01003845,357.5
E01003882,520
E01003883,374.95
E01003896,297.5
E01003897,385
E01003898,333.75
E01003899,328.75
E01003900,327
E01003901,350
E01003902,335
E01003903,357.5
E01003904,333.75
E01003880,692.5
E01003881,372
E01003884,457
E01003885,267.5
E01003818,350
E01003819,249.95
E01003820,394.975
E01003811,419.95
E01003812,359.475
E01003890,315
E01003891,361
E01003810,522.5
E01003813,555
E01003814,287.5
E01003815,360
E01003828,385
E01003829,228.25
E01003830,355
E01003831,265
E01003832,247
E01003833,240
E01003886,362.5
E01003887,420
E01003888,385
E01003889,454.975
E01003834,345
E01003835,712.475
E01003836,390
E01003837,390
E01003838,442.5
E01003839,322.5
E01003822,640
E01003823,294
E01003824,475
E01003825,407.5
E01003826,349.95
E01003827,375
E01004125,203
E01004183,177.5
E01004184,185
E01004185,167
E01004189,195.5
E01004123,186
E01004124,197.475
E01004126,190
E01004128,193.5
E01004129,185
E01004130,250
E01004131,241
E01004134,268.5
E01004135,294.538
E01004136,250
E01004164,230
E01004166,177
E01004169,163.5
E01004186,160
E01004188,170
E01004127,202.5
E01004163,217
E01004165,228
E01004167,250
E01004187,205.35
E01004117,310
E01004121,286.5
E01004192,250
E01004193,282.5
E01004195,278.5
E01004144,268.75
E01004145,235
E01004146,211
E01004147,285
E01004116,342
E01004122,290
E01004190,261.9
E01004191,250
E01004194,227
E01004196,259.5
E01004115,248.95
E01004118,242.5
E01004119,284.95
E01004132,269.975
E01004133,270
E01004171,275
E01004172,160
E01004173,250
E01004175,227.5
E01004176,220
E01004076,198
E01004077,233.75
E01004078,190
E01004079,277.5
E01004080,307.5
E01004081,240
E01004082,275
E01004137,199.25
E01004140,152.5
E01004141,162.5
E01004142,173
E01004149,180
E01004101,282.475
E01004103,180
E01004138,235
E01004139,204
E01004168,250
E01004143,217
E01004148,225
E01004159,212.25
E01004160,220
E01004161,250
E01004097,286.25
E01004098,280
E01004099,209
E01004100,325
E01004102,249.95
E01004110,250
E01004111,300
E01004112,540
E01004120,356.5
E01004157,405.5
E01004087,380
E01004170,172.5
E01004174,230.75
E01004178,160
E01004179,280
E01004152,185
E01004155,208.5
E01004156,172
E01004158,243.5
E01004162,204.975
E01004083,151.55
E01004086,250
E01004088,167.75
E01004089,153.5
E01004182,237.475
E01004104,360
E01004107,225
E01004177,162.5
E01004180,444.975
E01004181,224
E01004090,166.5
E01004096,182.5
E01004150,190
E01004151,219.75
E01004153,186.25
E01004091,495
E01004092,227.5
E01004105,400
E01004106,665
E01004154,390
E01004084,478.5
E01004085,437.475
E01004108,245.5
E01004109,189
E01004093,395
E01004094,261
E01004095,262
E01004114,882.5
E01032623,657.5
E01004349,240
E01004350,247.5
E01004351,250
E01004356,291
E01004357,299.998
E01004352,325
E01004353,312.5
E01004354,250
E01004358,190.75
E01004359,325
E01004384,213
E01004385,228.75
E01004386,335
E01004389,234
E01004390,224
E01004355,197.5
E01004360,306.5
E01004413,267.5
E01004415,250
E01004416,275
E01004361,286
E01004414,250
E01004417,255.25
E01004451,285
E01004452,191.75
E01004450,250
E01004453,174
E01004454,218
E01004455,205.596
E01004456,250
E01004379,275.25
E01004380,250
E01004381,250
E01004383,295
E01004387,332.5
E01004388,218.75
E01004343,250
E01004344,236
E01004382,250
E01004418,250
E01004419,250
E01004398,185
E01004399,209
E01004400,220
E01004402,172.5
E01004403,220
E01004345,215
E01004348,234
E01004377,285
E01004378,300
E01004342,237.5
E01004346,245
E01004347,232.5
E01004460,220
E01004462,240
E01004396,245
E01004457,190
E01004458,240
E01004459,247.5
E01004463,188
E01004407,120
E01004410,239.975
E01004464,272.5
E01004469,159
E01004470,235
E01004471,175
E01004391,176.5
E01004393,170
E01004401,217
E01004404,161.5
E01004461,230
E01004412,282.85
E01004465,307.5
E01004466,322
E01004467,126
E01004468,286.75
E01004406,202.5
E01004408,242.5
E01004409,249.999
E01004411,235
E01004443,260
E01004447,250
E01004392,250
E01004394,196
E01004397,227.5
E01004444,182
E01004446,222.5
E01004395,245
E01004421,250
E01004445,244
E01004448,200
E01004449,212
E01004363,250
E01004364,250
E01004366,285
E01004367,260
E01004368,250
E01004365,232
E01004405,261.25
E01004420,248.5
E01004423,250
E01033153,130
E01004362,247.5
E01004436,235
E01004437,244.1
E01004439,257.5
E01004442,326
E01004422,240
E01004424,239
E01004425,175
E01004426,221
E01004427,155
E01004369,186.25
E01004370,246
E01004372,193.75
E01004432,209
E01004435,204
E01004333,208.5
E01004334,200
E01004438,290
E01004440,224.5
E01004441,224
E01004371,283.25
E01004373,181
E01004374,240
E01004375,219.998
E01004376,236
E01004336,175
E01004428,227
E01004429,212.5
E01004430,177.5
E01004434,163
E01004335,237.5
E01004337,211
E01004338,253
E01004339,245
E01004340,141
E01004341,198
E01004327,198
E01004328,223.25
E01004329,230
E01004330,230
E01004331,202.5
E01004332,210.5
